212	333	354	1814	05	05	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1814	05	05	CaledonianMercury	1814.05.05_CaledonianMercury_0004
320	504	511	1814	05	07	CaledonianMercury	1814.05.07_CaledonianMercury_0001	1814	05	05	CaledonianMercury	1814.05.05_CaledonianMercury_0001
216	371	368	1814	05	07	TheIpswichJournal	1814.05.07_TheIpswichJournal_0002	1814	05	07	Jackson'sOxfordJournal	1814.05.07_Jackson'sOxfordJournal_0002
315	433	447	1814	05	07	TheLeedsMercury	1814.05.07_TheLeedsMercury_0004	1814	05	02	CaledonianMercury	1814.05.02_CaledonianMercury_0003
218	350	337	1814	05	07	TheLeedsMercury	1814.05.07_TheLeedsMercury_0004	1814	05	07	TheLeedsMercury	1814.05.07_TheLeedsMercury_0002
810	1243	1231	1814	05	09	CaledonianMercury	1814.05.09_CaledonianMercury_0004	1814	05	04	TheMorningChronicle	1814.05.04_TheMorningChronicle_0003
300	391	407	I:\BL_TXTS\1810s\1814\05\1814.05.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt	I:\BL_TXTS\1810s\1814\05\1814.05.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt
284	436	430	I:\BL_TXTS\1810s\1814\05\1814.05.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt	I:\BL_TXTS\1810s\1814\05\1814.05.07_CaledonianMercury_0003.txt
201	288	288	I:\BL_TXTS\1810s\1814\05\1814.05.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt	I:\BL_TXTS\1810s\1814\05\1814.05.07_TheLeedsMercury_0003.txt
605	833	844	I:\BL_TXTS\1810s\1814\05\1814.05.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt	I:\BL_TXTS\1810s\1814\05\1814.05.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt
302	479	477	I:\BL_TXTS\1810s\1814\05\1814.05.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0004.txt	I:\BL_TXTS\1810s\1814\05\1814.05.02_CaledonianMercury_0003.txt
200	302	295	I:\BL_TXTS\1810s\1814\05\1814.05.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0004.txt	I:\BL_TXTS\1810s\1814\05\1814.05.05_CaledonianMercury_0004.txt
467	709	677	I:\BL_TXTS\1810s\1814\05\1814.05.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0004.txt	I:\BL_TXTS\1810s\1814\05\1814.05.07_TheLeedsMercury_0004.txt
471	778	778	1814	05	12	CaledonianMercury	1814.05.12_CaledonianMercury_0001	1814	05	05	CaledonianMercury	1814.05.05_CaledonianMercury_0001
298	446	461	1814	05	12	CaledonianMercury	1814.05.12_CaledonianMercury_0002	1814	05	09	TheMorningChronicle	1814.05.09_TheMorningChronicle_0002
278	407	423	1814	05	12	CaledonianMercury	1814.05.12_CaledonianMercury_0003	1814	05	10	TheMorningChronicle	1814.05.10_TheMorningChronicle_0002
247	342	350	1814	05	12	CaledonianMercury	1814.05.12_CaledonianMercury_0003	1814	05	10	TheMorningChronicle	1814.05.10_TheMorningChronicle_0003
251	372	391	I:\BL_TXTS\1810s\1814\05\1814.05.12_CaledonianMercury_0004.txt	I:\BL_TXTS\1810s\1814\05\1814.05.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0004.txt
527	788	800	1814	05	12	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001	1814	05	05	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
224	362	376	1814	05	12	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001	1814	05	10	TheMorningChronicle	1814.05.10_TheMorningChronicle_0002
306	509	491	1814	05	12	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001	1814	05	12	CaledonianMercury	1814.05.12_CaledonianMercury_0002
443	603	604	1814	05	12	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001	1814	05	12	CaledonianMercury	1814.05.12_CaledonianMercury_0003
497	733	758	1814	05	12	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1814	05	05	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0001
244	438	443	1814	05	12	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1814	05	05	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
292	477	468	1814	05	12	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1814	05	05	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003
362	585	581	1814	05	12	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002	1814	05	05	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0004
271	424	423	1814	05	12	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.12_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003	1814	05	05	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	1814.05.05_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002
