215	282	284	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt
203	265	271	I:\BL_TXTS\1810s\1810\04\1810.04.04_TheAberdeenJournal_0003.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt
210	287	286	I:\BL_TXTS\1810s\1810\04\1810.04.07_Jackson'sOxfordJournal_0001.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt
213	296	295	I:\BL_TXTS\1810s\1810\04\1810.04.07_Jackson'sOxfordJournal_0001.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt
282	459	437	I:\BL_TXTS\1810s\1810\04\1810.04.07_Jackson'sOxfordJournal_0004.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt
299	476	464	I:\BL_TXTS\1810s\1810\04\1810.04.07_Jackson'sOxfordJournal_0004.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0004.txt
306	455	452	1810	04	07	Jackson'sOxfordJournal	1810.04.07_Jackson'sOxfordJournal_0004	1810	04	05	TheDerbyMercury	1810.04.05_TheDerbyMercury_0004
272	459	451	1810	04	07	TheIpswichJournal	1810.04.07_TheIpswichJournal_0002	1810	04	07	Jackson'sOxfordJournal	1810.04.07_Jackson'sOxfordJournal_0002
256	413	401	I:\BL_TXTS\1810s\1810\04\1810.04.07_TheIpswichJournal_0004.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt
312	487	495	1810	04	07	TheIpswichJournal	1810.04.07_TheIpswichJournal_0004	1810	04	07	Jackson'sOxfordJournal	1810.04.07_Jackson'sOxfordJournal_0004
525	787	740	1810	04	07	TheLeedsMercury	1810.04.07_TheLeedsMercury_0002	1810	04	07	Jackson'sOxfordJournal	1810.04.07_Jackson'sOxfordJournal_0001
279	451	446	I:\BL_TXTS\1810s\1810\04\1810.04.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt
235	370	370	I:\BL_TXTS\1810s\1810\04\1810.04.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0001.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt
208	330	320	I:\BL_TXTS\1810s\1810\04\1810.04.10_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt	I:\BL_TXTS\1810s\1810\04\1810.04.03_TheHullPacketandOriginalWeeklyCommercial,LiteraryandGeneralAdvertiser_0002.txt
724	1077	1042	1810	04	11	TheAberdeenJournal	1810.04.11_TheAberdeenJournal_0001	1810	04	04	TheAberdeenJournal	1810.04.04_TheAberdeenJournal_0001
1253	1854	1866	1810	04	11	TheAberdeenJournal	1810.04.11_TheAberdeenJournal_0001	1810	04	04	TheAberdeenJournal	1810.04.04_TheAberdeenJournal_0004
522	744	755	1810	04	11	TheAberdeenJournal	1810.04.11_TheAberdeenJournal_0002	1810	04	04	TheAberdeenJournal	1810.04.04_TheAberdeenJournal_0002
215	354	342	1810	04	11	TheAberdeenJournal	1810.04.11_TheAberdeenJournal_0003	1810	04	07	TheLeedsMercury	1810.04.07_TheLeedsMercury_0002
364	539	542	1810	04	14	CaledonianMercury	1810.04.14_CaledonianMercury_0001	1810	04	07	Jackson'sOxfordJournal	1810.04.07_Jackson'sOxfordJournal_0001
245	355	381	1810	04	14	CaledonianMercury	1810.04.14_CaledonianMercury_0001	1810	04	07	TheLeedsMercury	1810.04.07_TheLeedsMercury_0002
654	1074	1060	1810	04	14	CaledonianMercury	1810.04.14_CaledonianMercury_0002	1810	04	10	TheMorningChronicle	1810.04.10_TheMorningChronicle_0002
1183	1582	1529	1810	04	14	Jackson'sOxfordJournal	1810.04.14_Jackson'sOxfordJournal_0001	1810	04	07	Jackson'sOxfordJournal	1810.04.07_Jackson'sOxfordJournal_0001
343	503	487	1810	04	14	Jackson'sOxfordJournal	1810.04.14_Jackson'sOxfordJournal_0001	1810	04	07	Jackson'sOxfordJournal	1810.04.07_Jackson'sOxfordJournal_0002
