Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1814	1	3	CaledonianMercury	2	1814	1	1	IpswichJournal	2
1814	1	7	LiverpoolMercuryetc	2	1814	1	3	CaledonianMercury	2
1814	1	7	LiverpoolMercuryetc	3	1814	1	3	CaledonianMercury	4
1814	1	15	CaledonianMercury	4	1814	1	13	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	4
1814	3	5	IpswichJournal	1	1814	2	28	MorningChronicle	2
1814	3	23	MorningChronicle	2	1814	1	3	CaledonianMercury	2
1814	3	26	CaledonianMercury	2	1814	3	23	MorningChronicle	2
1814	4	2	LeedsMercury	4	1814	3	15	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2
1814	4	4	CaledonianMercury	3	1814	3	5	IpswichJournal	1
1814	4	9	LeedsMercury	4	1814	3	26	JacksonsOxfordJournal	4
1814	4	23	LeedsMercury	4	1814	4	18	MorningChronicle	2
1814	5	2	CaledonianMercury	4	1814	4	19	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4
1814	1	6	CaledonianMercury	2	1814	1	3	MorningChronicle	2
1814	1	6	CaledonianMercury	3	1814	1	3	MorningChronicle	2
1814	1	6	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2	1814	1	3	CaledonianMercury	2
1814	1	6	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1814	1	3	MorningChronicle	2
1814	1	7	LiverpoolMercuryetc	5	1814	1	1	IpswichJournal	1
1814	1	8	CaledonianMercury	2	1814	1	5	MorningChronicle	2
1814	1	8	CaledonianMercury	3	1814	1	6	MorningChronicle	2
1814	1	8	CaledonianMercury	4	1814	1	4	MorningChronicle	3
1814	1	8	JacksonsOxfordJournal	2	1814	1	5	MorningChronicle	2
1814	1	8	IpswichJournal	1	1814	1	6	CaledonianMercury	2
1814	1	9	Examiner	4	1814	1	8	CaledonianMercury	3
1814	1	9	Examiner	5	1814	1	6	MorningChronicle	2
1814	1	10	CaledonianMercury	2	1814	1	7	MorningChronicle	2
1814	1	10	CaledonianMercury	3	1814	1	6	MorningChronicle	3
1814	1	10	HampshireTelegraphandSussexChronicleetc	2	1814	1	8	CaledonianMercury	2
1814	1	11	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1814	1	6	CaledonianMercury	2
1814	1	13	CaledonianMercury	2	1814	1	10	MorningChronicle	2
1814	1	13	CaledonianMercury	4	1814	1	8	MorningChronicle	2
1814	1	13	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1814	1	8	CaledonianMercury	3
1814	1	14	LiverpoolMercuryetc	2	1814	1	8	CaledonianMercury	3
1814	1	15	CaledonianMercury	2	1814	1	12	MorningChronicle	2
1814	1	15	CaledonianMercury	3	1814	1	13	MorningChronicle	2
1814	1	15	LeedsMercury	2	1814	1	12	MorningChronicle	2
1814	1	17	CaledonianMercury	2	1814	1	14	MorningChronicle	2
1814	1	18	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1814	1	13	CaledonianMercury	2
1814	1	19	AberdeenJournal	4	1814	1	13	CaledonianMercury	2
1814	1	20	CaledonianMercury	2	1814	1	17	MorningChronicle	2
1814	1	20	CaledonianMercury	4	1814	1	14	MorningChronicle	2
1814	1	20	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2	1814	1	15	CaledonianMercury	2
1814	1	20	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1814	1	17	MorningChronicle	2
1814	1	21	LiverpoolMercuryetc	2	1814	1	15	CaledonianMercury	3
1814	1	21	LiverpoolMercuryetc	3	1814	1	13	MorningChronicle	2
1814	1	21	LiverpoolMercuryetc	6	1814	1	19	MorningChronicle	2
1814	1	22	CaledonianMercury	2	1814	1	17	MorningChronicle	3
1814	1	22	CaledonianMercury	4	1814	1	14	MorningChronicle	4
1814	1	22	IpswichJournal	1	1814	1	20	CaledonianMercury	2
1814	1	22	IpswichJournal	2	1814	1	19	MorningChronicle	3
1814	1	22	LeedsMercury	2	1814	1	20	CaledonianMercury	2
1814	1	23	Examiner	3	1814	1	20	MorningChronicle	2
1814	1	24	CaledonianMercury	2	1814	1	18	MorningChronicle	2
1814	1	24	CaledonianMercury	4	1814	1	22	IpswichJournal	4
1814	1	25	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1814	1	22	CaledonianMercury	2
1814	1	25	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	3	1814	1	22	CaledonianMercury	2
1814	1	25	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1814	1	20	CaledonianMercury	2
1814	1	25	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	6	1814	1	17	CaledonianMercury	4
1814	1	27	CaledonianMercury	2	1814	1	20	MorningChronicle	2
1814	1	27	CaledonianMercury	4	1814	1	20	MorningChronicle	2
