Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1828	1	4	BelfastNews-Letter	4	1828	1	2	AberdeenJournal	4
1828	1	5	IpswichJournal	1	1828	1	3	NorthWalesChronicle	2
1828	1	8	BelfastNews-Letter	4	1828	1	5	CaledonianMercury	2
1828	1	8	HullPacketandHumberMercury	1	1828	1	3	MorningChronicle	3
1828	1	9	DerbyMercury	4	1828	1	8	HullPacketandHumberMercury	4
1828	1	23	DerbyMercury	2	1828	1	21	MorningChronicle	3
1828	1	25	BelfastNews-Letter	4	1828	1	17	CaledonianMercury	4
1828	1	29	HullPacketandHumberMercury	1	1828	1	13	Examiner	14
1828	2	1	BelfastNews-Letter	4	1828	1	25	LiverpoolMercuryetc	7
1828	2	2	NewcastleCourantetc	3	1828	1	29	HullPacketandHumberMercury	1
1828	2	4	BristolMercury	4	1828	1	30	MorningChronicle	3
1828	2	5	HullPacketandHumberMercury	2	1828	1	31	MorningChronicle	3
1828	2	26	HullPacketandHumberMercury	1	1828	2	23	IpswichJournal	4
1828	3	6	NorthWalesChronicle	3	1828	1	25	LiverpoolMercuryetc	7
1828	3	10	BristolMercury	4	1828	3	8	IpswichJournal	4
1828	3	18	HullPacketandHumberMercury	1	1828	3	12	MorningChronicle	2
1828	3	20	NorthWalesChronicle	4	1828	3	15	NewcastleCourantetc	4
1828	3	24	BristolMercury	3	1828	1	25	LiverpoolMercuryetc	7
1828	3	25	HullPacketandHumberMercury	1	1828	3	19	MorningChronicle	2
1828	3	28	LiverpoolMercuryetc	7	1828	3	27	NorthWalesChronicle	3
1828	3	29	NewcastleCourantetc	1	1828	3	26	DerbyMercury	2
1828	3	29	NewcastleCourantetc	2	1828	3	22	MorningChronicle	4
1828	3	29	NewcastleCourantetc	3	1828	1	13	Examiner	14
1828	4	7	BristolMercury	4	1828	4	1	MorningChronicle	2
1828	4	8	HullPacketandHumberMercury	2	1828	4	3	MorningChronicle	2
1828	4	11	BelfastNews-Letter	1	1828	4	9	DerbyMercury	2
1828	4	12	NewcastleCourantetc	3	1828	4	9	DerbyMercury	1
1828	4	23	DerbyMercury	1	1828	4	22	HullPacketandHumberMercury	1
1828	4	25	LiverpoolMercuryetc	7	1828	2	14	NorthWalesChronicle	3
1828	4	25	BelfastNews-Letter	4	1828	1	3	NorthWalesChronicle	4
1828	4	29	HullPacketandHumberMercury	1	1828	4	26	NewcastleCourantetc	3
1828	5	14	DerbyMercury	4	1828	5	13	HullPacketandHumberMercury	1
1828	5	31	NewcastleCourantetc	3	1828	5	23	MorningChronicle	2
1828	6	4	DerbyMercury	4	1828	2	26	HullPacketandHumberMercury	1
1828	6	18	DerbyMercury	2	1828	6	14	MorningChronicle	4
1828	6	20	LiverpoolMercuryetc	7	1828	6	14	CaledonianMercury	4
1828	6	25	AberdeenJournal	1	1828	6	14	NewcastleCourantetc	4
1828	6	28	IpswichJournal	4	1828	3	29	NewcastleCourantetc	2
1828	6	28	NewcastleCourantetc	3	1828	6	25	DerbyMercury	1
1828	7	2	DerbyMercury	1	1828	4	19	NewcastleCourantetc	3
1828	7	4	LiverpoolMercuryetc	7	1828	2	14	NorthWalesChronicle	3
1828	1	3	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	1	1828	1	1	MorningChronicle	2
1828	1	4	LiverpoolMercuryetc	2	1828	1	2	MorningChronicle	1
1828	1	4	MorningChronicle	4	1828	1	3	CaledonianMercury	3
1828	1	5	CaledonianMercury	2	1828	1	3	MorningChronicle	3
1828	1	5	CaledonianMercury	3	1828	1	3	MorningChronicle	4
1828	1	5	CaledonianMercury	4	1828	1	4	BelfastNews-Letter	2
1828	1	5	IpswichJournal	2	1828	1	3	MorningChronicle	4
1828	1	5	NewcastleCourantetc	4	1828	1	2	MorningChronicle	1
