Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1827	1	6	IpswichJournal	4	1827	1	5	GlasgowHerald	1
1827	1	8	CaledonianMercury	4	1827	1	6	IpswichJournal	4
1827	1	8	GlasgowHerald	1	1827	1	6	IpswichJournal	4
1827	1	9	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1827	1	6	IpswichJournal	4
1827	1	24	DerbyMercury	2	1827	1	22	MorningChronicle	4
1827	1	27	NewcastleCourantetc	3	1827	1	22	CaledonianMercury	1
1827	2	6	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1827	1	24	DerbyMercury	2
1827	2	12	BristolMercury	4	1827	2	10	CaledonianMercury	4
1827	2	19	BristolMercury	2	1827	2	16	MorningChronicle	2
1827	3	14	DerbyMercury	2	1827	3	13	MorningChronicle	3
1827	3	17	IpswichJournal	1	1827	3	12	MorningChronicle	2
1827	3	19	BristolMercury	2	1827	1	31	DerbyMercury	2
1827	3	24	IpswichJournal	4	1827	3	19	HampshireTelegraphandSussexChronicleetc	1
1827	3	26	HampshireTelegraphandSussexChronicleetc	2	1827	3	21	MorningChronicle	2
1827	4	2	BristolMercury	2	1827	2	21	DerbyMercury	2
1827	4	14	LeedsMercury	4	1827	4	8	Examiner	8
1827	4	30	BristolMercury	2	1827	4	24	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2
1827	5	15	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1827	4	30	BristolMercury	2
1827	5	19	NewcastleCourantetc	3	1827	3	24	IpswichJournal	4
1827	5	22	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1827	5	21	BristolMercury	2
1827	6	11	BristolMercury	1	1827	6	7	MorningChronicle	1
1827	7	7	NewcastleCourantetc	3	1827	6	29	LiverpoolMercuryetc	1
1827	1	3	DerbyMercury	1	1827	1	1	BristolMercury	1
1827	1	3	DerbyMercury	4	1827	1	1	CaledonianMercury	2
1827	1	4	CaledonianMercury	2	1827	1	1	MorningChronicle	1
1827	1	4	MorningChronicle	4	1827	1	1	BristolMercury	3
1827	1	5	GlasgowHerald	1	1827	1	2	MorningChronicle	1
1827	1	5	GlasgowHerald	2	1827	1	3	MorningChronicle	2
1827	1	6	CaledonianMercury	2	1827	1	3	MorningChronicle	2
1827	1	6	CaledonianMercury	4	1827	1	2	MorningChronicle	1
1827	1	6	IpswichJournal	1	1827	1	2	MorningChronicle	3
1827	1	6	IpswichJournal	2	1827	1	2	MorningChronicle	1
1827	1	7	Examiner	1	1827	1	5	GlasgowHerald	2
1827	1	7	Examiner	5	1827	1	1	MorningChronicle	2
1827	1	7	Examiner	6	1827	1	2	MorningChronicle	1
1827	1	7	Examiner	7	1827	1	2	MorningChronicle	2
1827	1	7	Examiner	11	1827	1	1	MorningChronicle	3
1827	1	7	Examiner	12	1827	1	3	MorningChronicle	4
1827	1	7	Examiner	13	1827	1	5	MorningChronicle	4
1827	1	8	CaledonianMercury	2	1827	1	6	IpswichJournal	2
1827	1	8	GlasgowHerald	2	1827	1	6	MorningChronicle	4
1827	1	8	HampshireTelegraphandSussexChronicleetc	2	1827	1	5	GlasgowHerald	2
1827	1	8	BristolMercury	1	1827	1	2	MorningChronicle	1
1827	1	8	BristolMercury	4	1827	1	3	MorningChronicle	4
1827	1	8	MorningChronicle	4	1827	1	1	CaledonianMercury	2
1827	1	9	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1	1827	1	6	IpswichJournal	2
1827	1	9	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	3	1827	1	6	MorningChronicle	2
1827	1	10	DerbyMercury	2	1827	1	8	MorningChronicle	3
1827	1	10	DerbyMercury	4	1827	1	8	CaledonianMercury	2
1827	1	11	CaledonianMercury	2	1827	1	9	MorningChronicle	3
1827	1	11	CaledonianMercury	3	1827	1	10	DerbyMercury	2
1827	1	11	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2	1827	1	6	IpswichJournal	2
1827	1	12	GlasgowHerald	1	1827	1	10	DerbyMercury	2
1827	1	12	GlasgowHerald	2	1827	1	10	MorningChronicle	3
1827	1	12	LiverpoolMercuryetc	2	1827	1	9	MorningChronicle	3
1827	1	13	CaledonianMercury	2	1827	1	9	MorningChronicle	3
1827	1	13	CobbettsWeeklyPoliticalRegister	21	1827	1	2	MorningChronicle	1
1827	1	13	CobbettsWeeklyPoliticalRegister	24	1827	1	2	MorningChronicle	1
1827	1	13	CobbettsWeeklyPoliticalRegister	28	1827	1	2	MorningChronicle	2
1827	1	13	CobbettsWeeklyPoliticalRegister	29	1827	1	2	MorningChronicle	2
1827	1	13	IpswichJournal	2	1827	1	11	MorningChronicle	3
1827	1	13	IpswichJournal	4	1827	1	5	MorningChronicle	4
1827	1	13	NewcastleCourantetc	2	1827	1	8	MorningChronicle	3
1827	1	14	Examiner	4	1827	1	8	MorningChronicle	3
1827	1	14	Examiner	5	1827	1	4	MorningChronicle	4
1827	1	14	Examiner	6	1827	1	8	MorningChronicle	3
1827	1	14	Examiner	7	1827	1	10	MorningChronicle	2
1827	1	15	CaledonianMercury	1	1827	1	1	GlasgowHerald	3
1827	1	15	CaledonianMercury	2	1827	1	11	MorningChronicle	3
1827	1	15	CaledonianMercury	3	1827	1	8	GlasgowHerald	1
1827	1	15	GlasgowHerald	1	1827	1	11	CaledonianMercury	3
1827	1	15	GlasgowHerald	2	1827	1	13	CaledonianMercury	2
1827	1	15	BristolMercury	1	1827	1	9	MorningChronicle	3
1827	1	15	BristolMercury	2	1827	1	2	MorningChronicle	4
1827	1	16	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1827	1	9	MorningChronicle	3
1827	1	16	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1827	1	8	BristolMercury	4
1827	1	16	MorningChronicle	3	1827	1	12	GlasgowHerald	1
1827	1	17	DerbyMercury	1	1827	1	15	MorningChronicle	3
1827	1	17	DerbyMercury	4	1827	1	13	MorningChronicle	3
