RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1884	10	02	BirminghamDailyPost	0006	1884	10	01	LiverpoolMercuryetc	0008
1884	10	02	DailyNews	0002	1884	10	01	BirminghamDailyPost	0006
1884	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0007	1884	10	01	BirminghamDailyPost	0008
1884	10	02	LiverpoolMercuryetc	0008	1884	10	01	GlasgowHerald	0005
1884	10	02	NorthernEcho	0003	1884	10	01	TheLeedsMercury	0005
1884	10	02	TheBelfastNews-Letter	0002	1884	10	01	TheDerbyMercury	0007
1884	10	02	TheBelfastNews-Letter	0003	1884	10	01	LiverpoolMercuryetc	0006
1884	10	02	TheBelfastNews-Letter	0006	1884	10	01	BirminghamDailyPost	0006
1884	10	02	TheBelfastNews-Letter	0007	1884	10	01	Freeman'sJournalandDailyCommercialAdvertiser	0002
1884	10	02	TheBristolMercuryandDailyPost	0006	1884	10	01	ThePallMallGazette	0008
1884	10	02	TheBristolMercuryandDailyPost	0008	1884	10	01	ThePallMallGazette	0008
1884	10	02	TheLeedsMercury	0006	1884	10	01	LiverpoolMercuryetc	0008
1884	10	02	WesternMail	0003	1884	10	01	TheLeedsMercury	0005
1884	10	03	AberdeenWeeklyJournal	0003	1884	10	02	LiverpoolMercuryetc	0008
1884	10	03	AberdeenWeeklyJournal	0005	1884	10	01	LiverpoolMercuryetc	0005
1884	10	03	AberdeenWeeklyJournal	0006	1884	10	02	TheBelfastNews-Letter	0005
1884	10	03	BirminghamDailyPost	0006	1884	10	02	LiverpoolMercuryetc	0008
1884	10	03	BirminghamDailyPost	0007	1884	10	02	TheBelfastNews-Letter	0005
1884	10	03	BirminghamDailyPost	0008	1884	10	02	ThePallMallGazette	0008
1884	10	03	DailyNews	0001	1884	10	01	TheLeedsMercury	0001
1884	10	03	DailyNews	0005	1884	10	02	ThePallMallGazette	0008
1884	10	03	Freeman'sJournalandDailyCommercialAdvertiser	0002	1884	10	01	TheLeedsMercury	0001
1884	10	03	Freeman'sJournalandDailyCommercialAdvertiser	0003	1884	10	02	LiverpoolMercuryetc	0008
1884	10	03	Freeman'sJournalandDailyCommercialAdvertiser	0007	1884	10	02	ThePallMallGazette	0007
1884	10	03	GlasgowHerald	0005	1884	10	01	LiverpoolMercuryetc	0008
1884	10	03	GlasgowHerald	0007	1884	10	02	ThePallMallGazette	0008
1884	10	03	LiverpoolMercuryetc	0005	1884	10	02	ThePallMallGazette	0008
1884	10	03	LiverpoolMercuryetc	0006	1884	10	01	TheBelfastNews-Letter	0006
1884	10	03	LiverpoolMercuryetc	0007	1884	10	01	Freeman'sJournalandDailyCommercialAdvertiser	0002
1884	10	03	LiverpoolMercuryetc	0008	1884	10	02	BirminghamDailyPost	0006
1884	10	03	NorthernEcho	0002	1884	10	01	LiverpoolMercuryetc	0008
1884	10	03	NorthernEcho	0003	1884	10	02	ThePallMallGazette	0008
1884	10	03	TheBelfastNews-Letter	0003	1884	10	01	Freeman'sJournalandDailyCommercialAdvertiser	0002
1884	10	03	TheBelfastNews-Letter	0005	1884	10	02	ThePallMallGazette	0008
1884	10	03	TheBelfastNews-Letter	0006	1884	10	01	TheLeedsMercury	0006
1884	10	03	TheBelfastNews-Letter	0007	1884	10	01	LiverpoolMercuryetc	0007
1884	10	03	TheBristolMercuryandDailyPost	0004	1884	10	01	Freeman'sJournalandDailyCommercialAdvertiser	0002
1884	10	03	TheBristolMercuryandDailyPost	0007	1884	10	01	LiverpoolMercuryetc	0008
1884	10	03	TheBristolMercuryandDailyPost	0008	1884	10	02	ThePallMallGazette	0007
1884	10	03	TheHullPacketandEastRidingTimes	0002	1884	10	01	TheDerbyMercury	0007
1884	10	03	TheHullPacketandEastRidingTimes	0003	1884	10	01	TheDerbyMercury	0003
1884	10	03	TheHullPacketandEastRidingTimes	0005	1884	10	02	TheLeedsMercury	0008
1884	10	03	TheHullPacketandEastRidingTimes	0007	1884	10	01	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0008
1884	10	03	TheHullPacketandEastRidingTimes	0008	1884	10	02	TheLeedsMercury	0008
1884	10	03	TheLeedsMercury	0001	1884	10	01	Freeman'sJournalandDailyCommercialAdvertiser	0002
1884	10	03	TheLeedsMercury	0002	1884	10	02	ThePallMallGazette	0010
1884	10	03	TheLeedsMercury	0003	1884	10	02	TheBelfastNews-Letter	0005
1884	10	03	TheLeedsMercury	0005	1884	10	02	ThePallMallGazette	0007
1884	10	03	TheLeedsMercury	0006	1884	10	01	LiverpoolMercuryetc	0008
1884	10	03	TheLeedsMercury	0008	1884	10	02	ThePallMallGazette	0006
1884	10	03	WesternMail	0001	1884	10	02	TheBelfastNews-Letter	0002
1884	10	03	WesternMail	0003	1884	10	02	ThePallMallGazette	0009
1884	10	04	BirminghamDailyPost	0006	1884	10	03	TheLeedsMercury	0006
1884	10	04	BirminghamDailyPost	0007	1884	10	02	TheBelfastNews-Letter	0002
1884	10	04	BirminghamDailyPost	0008	1884	10	03	ThePallMallGazette	0008
1884	10	04	DailyNews	0006	1884	10	01	BirminghamDailyPost	0006
1884	10	04	Freeman'sJournalandDailyCommercialAdvertiser	0003	1884	10	02	LiverpoolMercuryetc	0008
1884	10	04	Freeman'sJournalandDailyCommercialAdvertiser	0005	1884	10	03	ThePallMallGazette	0008
1884	10	04	Freeman'sJournalandDailyCommercialAdvertiser	0007	1884	10	03	TheBelfastNews-Letter	0007
1884	10	04	GlasgowHerald	0003	1884	10	03	LiverpoolMercuryetc	0008
1884	10	04	HampshireTelegraphandSussexChronicleetc	0002	1884	10	01	TheLeedsMercury	0008
1884	10	04	HampshireTelegraphandSussexChronicleetc	0003	1884	10	01	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0008
1884	10	04	HampshireTelegraphandSussexChronicleetc	0008	1884	10	01	TheDerbyMercury	0007
1884	10	04	HampshireTelegraphandSussexChronicleetc	0012	1884	10	01	TheDerbyMercury	0003
1884	10	04	Jackson'sOxfordJournal	0001	1884	10	01	TheDerbyMercury	0001
1884	10	04	Jackson'sOxfordJournal	0002	1884	10	03	TheHullPacketandEastRidingTimes	0002
