Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1810	1	13	JacksonsOxfordJournal	4	1810	1	11	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3
1810	1	20	JacksonsOxfordJournal	4	1810	1	11	TheDerbyMercury	4
1810	1	24	TheAberdeenJournal	2	1810	1	20	JacksonsOxfordJournal	4
1810	2	6	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1810	2	3	TheLeedsMercury	2
1810	2	7	TheAberdeenJournal	2	1810	1	20	JacksonsOxfordJournal	4
1810	2	8	TheDerbyMercury	1	1810	1	27	JacksonsOxfordJournal	1
1810	2	8	TheDerbyMercury	4	1810	1	20	JacksonsOxfordJournal	4
1810	2	10	JacksonsOxfordJournal	1	1810	2	6	TheMorningChronicle	3
1810	2	15	TheDerbyMercury	1	1810	1	20	JacksonsOxfordJournal	4
1810	2	15	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1810	1	20	JacksonsOxfordJournal	4
1810	3	3	JacksonsOxfordJournal	4	1810	2	24	CobbettsWeeklyPoliticalRegister	14
1810	3	6	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1810	2	24	JacksonsOxfordJournal	4
1810	3	24	JacksonsOxfordJournal	4	1810	3	22	TheDerbyMercury	4
1810	3	31	JacksonsOxfordJournal	4	1810	3	22	TheDerbyMercury	4
1810	4	3	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1810	3	27	TheMorningChronicle	4
1810	4	7	JacksonsOxfordJournal	4	1810	4	5	TheDerbyMercury	4
1810	5	3	TheDerbyMercury	4	1810	4	7	JacksonsOxfordJournal	4
1810	5	5	JacksonsOxfordJournal	4	1810	5	3	CaledonianMercury	2
1810	5	12	JacksonsOxfordJournal	4	1810	5	8	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	3
1810	5	15	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1810	5	12	JacksonsOxfordJournal	2
1810	5	17	TheDerbyMercury	4	1810	5	12	JacksonsOxfordJournal	4
1810	5	19	JacksonsOxfordJournal	4	1810	5	17	CaledonianMercury	2
1810	5	22	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1810	5	17	CaledonianMercury	2
