Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1813	1	3	Examiner	5	1813	1	2	MorningChronicle	3
1813	1	7	DerbyMercury	4	1813	1	1	LiverpoolMercuryetc	5
1813	1	13	AberdeenJournal	2	1813	1	4	CaledonianMercury	2
1813	1	14	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2	1813	1	11	MorningChronicle	2
1813	1	26	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1813	1	21	CaledonianMercury	2
1813	2	10	AberdeenJournal	2	1813	1	25	CaledonianMercury	1
1813	3	13	IpswichJournal	3	1813	3	11	DerbyMercury	1
1813	5	6	CaledonianMercury	4	1813	5	3	MorningChronicle	3
1813	5	8	LeedsMercury	2	1813	5	6	CaledonianMercury	4
1813	6	1	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1	1813	5	27	CaledonianMercury	2
1813	6	8	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1813	6	3	CaledonianMercury	4
1813	6	15	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1813	6	10	CaledonianMercury	4
1813	6	22	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1	1813	6	15	MorningChronicle	3
1813	1	4	HampshireTelegraphandSussexChronicleetc	2	1813	1	2	CaledonianMercury	2
1813	1	7	CaledonianMercury	2	1813	1	4	MorningChronicle	2
1813	1	7	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1813	1	1	LiverpoolMercuryetc	4
1813	1	9	CaledonianMercury	2	1813	1	6	MorningChronicle	2
1813	1	9	IpswichJournal	1	1813	1	7	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3
1813	1	9	IpswichJournal	4	1813	1	7	CaledonianMercury	4
1813	1	9	MorningChronicle	2	1813	1	7	CaledonianMercury	2
1813	1	11	CaledonianMercury	2	1813	1	9	MorningChronicle	2
1813	1	11	CaledonianMercury	3	1813	1	9	IpswichJournal	4
1813	1	12	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1813	1	6	MorningChronicle	2
1813	1	13	AberdeenJournal	3	1813	1	7	CaledonianMercury	4
1813	1	14	CaledonianMercury	2	1813	1	11	MorningChronicle	2
1813	1	14	DerbyMercury	1	1813	1	8	LiverpoolMercuryetc	5
1813	1	15	LiverpoolMercuryetc	2	1813	1	11	MorningChronicle	2
1813	1	15	LiverpoolMercuryetc	3	1813	1	11	MorningChronicle	2
1813	1	15	LiverpoolMercuryetc	4	1813	1	7	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3
1813	1	15	LiverpoolMercuryetc	5	1813	1	14	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3
1813	1	15	LiverpoolMercuryetc	6	1813	1	9	MorningChronicle	3
1813	1	16	CaledonianMercury	2	1813	1	13	MorningChronicle	2
1813	1	16	CaledonianMercury	4	1813	1	15	LiverpoolMercuryetc	2
