Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1806	1	4	JacksonsOxfordJournal	1	1806	1	2	TheDerbyMercury	4
1806	1	8	TheAberdeenJournal	2	1806	1	2	CaledonianMercury	2
1806	1	15	TheAberdeenJournal	2	1806	1	6	CaledonianMercury	2
1806	1	30	TrewmansExeterFlyingPost	3	1806	1	18	TheIpswichJournal	1
1806	2	15	JacksonsOxfordJournal	2	1806	2	13	TrewmansExeterFlyingPost	4
1806	2	26	TheAberdeenJournal	2	1806	2	22	CaledonianMercury	1
1806	3	6	TrewmansExeterFlyingPost	3	1806	3	1	TheIpswichJournal	4
1806	3	8	JacksonsOxfordJournal	1	1806	3	6	CaledonianMercury	3
1806	3	8	JacksonsOxfordJournal	2	1806	3	5	TheMorningChronicle	3
1806	3	22	TheIpswichJournal	4	1806	3	20	TrewmansExeterFlyingPost	3
1806	3	27	TheDerbyMercury	1	1806	3	22	JacksonsOxfordJournal	1
1806	3	27	TrewmansExeterFlyingPost	3	1806	3	15	TheIpswichJournal	4
1806	3	29	JacksonsOxfordJournal	4	1806	3	27	TrewmansExeterFlyingPost	2
1806	3	29	TheIpswichJournal	4	1806	3	27	CaledonianMercury	2
1806	3	29	TheNewcastleCourantetc	2	1806	3	27	CaledonianMercury	2
1806	4	3	TrewmansExeterFlyingPost	3	1806	1	9	TheDerbyMercury	4
1806	5	1	TrewmansExeterFlyingPost	3	1806	4	26	JacksonsOxfordJournal	4
1806	5	3	CaledonianMercury	4	1806	4	16	TheAberdeenJournal	2
1806	5	29	TrewmansExeterFlyingPost	3	1806	5	24	JacksonsOxfordJournal	2
1806	6	12	TheDerbyMercury	4	1806	5	17	JacksonsOxfordJournal	4
1806	7	10	TheDerbyMercury	4	1806	2	20	TrewmansExeterFlyingPost	3
1806	1	4	CaledonianMercury	2	1806	1	3	TheMorningChronicle	1
1806	1	4	CaledonianMercury	3	1806	1	1	TheMorningChronicle	3
1806	1	4	CobbettsWeeklyPoliticalRegister	15	1806	1	2	CaledonianMercury	2
1806	1	4	JacksonsOxfordJournal	2	1806	1	1	TheMorningChronicle	3
1806	1	4	TheIpswichJournal	1	1806	1	2	TheDerbyMercury	4
1806	1	4	TheIpswichJournal	4	1806	1	1	TheMorningChronicle	2
1806	1	6	CaledonianMercury	3	1806	1	4	JacksonsOxfordJournal	2
1806	1	6	HampshireTelegraphandSussexChronicleetc	2	1806	1	4	CaledonianMercury	3
1806	1	6	HampshireTelegraphandSussexChronicleetc	3	1806	1	4	CaledonianMercury	2
1806	1	6	HampshireTelegraphandSussexChronicleetc	4	1806	1	4	CaledonianMercury	3
1806	1	8	TheAberdeenJournal	3	1806	1	2	CaledonianMercury	3
1806	1	9	CaledonianMercury	2	1806	1	2	TrewmansExeterFlyingPost	4
1806	1	9	TheDerbyMercury	1	1806	1	6	CaledonianMercury	3
1806	1	9	TheDerbyMercury	2	1806	1	2	TrewmansExeterFlyingPost	4
1806	1	9	TrewmansExeterFlyingPost	2	1806	1	4	JacksonsOxfordJournal	2
1806	1	11	CaledonianMercury	2	1806	1	7	TheMorningChronicle	3
1806	1	11	CobbettsWeeklyPoliticalRegister	14	1806	1	1	TheMorningChronicle	2
1806	1	11	CobbettsWeeklyPoliticalRegister	16	1806	1	1	TheMorningChronicle	2
1806	1	11	JacksonsOxfordJournal	1	1806	1	9	TrewmansExeterFlyingPost	1
1806	1	11	JacksonsOxfordJournal	2	1806	1	7	TheMorningChronicle	3
1806	1	11	JacksonsOxfordJournal	4	1806	1	6	CaledonianMercury	2
1806	1	11	TheIpswichJournal	4	1806	1	9	CaledonianMercury	2
