Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1825	1	3	BristolMercury	1	1825	1	1	CaledonianMercury	2
1825	1	5	DerbyMercury	4	1825	1	3	BristolMercury	3
1825	1	6	CaledonianMercury	2	1825	1	5	DerbyMercury	4
1825	1	8	NewcastleCourantetc	3	1825	1	5	DerbyMercury	1
1825	1	9	Examiner	15	1825	1	5	DerbyMercury	1
1825	1	11	MorningChronicle	1	1825	1	9	Examiner	15
1825	1	14	LiverpoolMercuryetc	3	1825	1	5	DerbyMercury	1
1825	1	15	NewcastleCourantetc	1	1825	1	9	Examiner	15
1825	1	16	Examiner	13	1825	1	11	MorningChronicle	1
1825	1	19	DerbyMercury	1	1825	1	10	BristolMercury	2
1825	1	20	CaledonianMercury	1	1825	1	14	LiverpoolMercuryetc	3
1825	1	22	NewcastleCourantetc	3	1825	1	9	Examiner	15
1825	1	26	DerbyMercury	1	1825	1	10	BristolMercury	2
1825	1	29	IpswichJournal	1	1825	1	15	NewcastleCourantetc	3
1825	2	2	DerbyMercury	1	1825	1	22	IpswichJournal	3
1825	2	4	LiverpoolMercuryetc	3	1825	1	23	Examiner	15
1825	2	5	CobbettsWeeklyPoliticalRegister	20	1825	1	31	MorningChronicle	3
1825	2	5	IpswichJournal	1	1825	1	14	LiverpoolMercuryetc	3
1825	2	9	DerbyMercury	1	1825	2	7	CaledonianMercury	2
1825	2	19	IpswichJournal	3	1825	2	9	DerbyMercury	1
1825	2	26	IpswichJournal	1	1825	2	9	DerbyMercury	1
1825	3	2	DerbyMercury	1	1825	1	14	LiverpoolMercuryetc	3
1825	3	6	Examiner	16	1825	3	4	LiverpoolMercuryetc	3
1825	3	28	CaledonianMercury	1	1825	3	25	LiverpoolMercuryetc	3
1825	3	28	HampshireTelegraphandSussexChronicleetc	3	1825	3	22	MorningChronicle	4
1825	3	30	DerbyMercury	4	1825	3	26	IpswichJournal	2
1825	4	16	NewcastleCourantetc	3	1825	4	13	DerbyMercury	1
1825	4	21	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	1	1825	3	23	DerbyMercury	1
1825	4	27	DerbyMercury	4	1825	4	25	BristolMercury	2
1825	5	18	DerbyMercury	2	1825	5	14	IpswichJournal	2
1825	6	8	DerbyMercury	1	1825	6	6	BristolMercury	2
1825	6	20	CaledonianMercury	1	1825	1	5	AberdeenJournal	1
1825	6	23	CaledonianMercury	1	1825	3	25	LiverpoolMercuryetc	3
1825	6	27	CaledonianMercury	1	1825	3	23	DerbyMercury	4
1825	7	4	HampshireTelegraphandSussexChronicleetc	1	1825	5	14	IpswichJournal	3
1825	1	2	Examiner	12	1825	1	1	CaledonianMercury	2
1825	1	2	Examiner	13	1825	1	1	MorningChronicle	2
1825	1	3	BristolMercury	3	1825	1	1	MorningChronicle	3
1825	1	5	DerbyMercury	2	1825	1	3	BristolMercury	1
1825	1	6	MorningChronicle	3	1825	1	2	Examiner	5
1825	1	7	MorningChronicle	1	1825	1	5	DerbyMercury	1
1825	1	8	CaledonianMercury	2	1825	1	3	MorningChronicle	2
1825	1	8	CaledonianMercury	4	1825	1	5	MorningChronicle	2
1825	1	8	LeedsMercury	2	1825	1	4	MorningChronicle	2
1825	1	8	MorningChronicle	1	1825	1	6	CaledonianMercury	3
1825	1	9	Examiner	3	1825	1	6	MorningChronicle	4
1825	1	9	Examiner	7	1825	1	8	MorningChronicle	2
1825	1	9	Examiner	14	1825	1	3	MorningChronicle	1
1825	1	10	CaledonianMercury	4	1825	1	1	MorningChronicle	3
1825	1	10	HampshireTelegraphandSussexChronicleetc	1	1825	1	6	CaledonianMercury	1
1825	1	10	HampshireTelegraphandSussexChronicleetc	2	1825	1	4	MorningChronicle	3
1825	1	10	BristolMercury	1	1825	1	5	MorningChronicle	2
1825	1	10	BristolMercury	2	1825	1	5	DerbyMercury	1
1825	1	10	MorningChronicle	1	1825	1	9	Examiner	15
