Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1826	1	6	GlasgowHerald	4	1826	1	2	CaledonianMercury	3
1826	1	7	IpswichJournal	1	1826	1	4	DerbyMercury	2
1826	1	7	NewcastleCourantetc	2	1826	1	2	HampshireTelegraphandSussexChronicleetc	3
1826	1	9	CaledonianMercury	2	1826	1	2	MorningChronicle	4
1826	1	9	GlasgowHerald	4	1826	1	7	CaledonianMercury	3
1826	1	13	GlasgowHerald	1	1826	1	12	CaledonianMercury	4
1826	1	14	CaledonianMercury	4	1826	1	8	Examiner	3
1826	1	14	IpswichJournal	2	1826	1	9	HampshireTelegraphandSussexChronicleetc	2
1826	1	19	CaledonianMercury	2	1826	1	15	Examiner	11
1826	1	23	GlasgowHerald	4	1826	1	9	HampshireTelegraphandSussexChronicleetc	2
1826	1	28	NewcastleCourantetc	3	1826	1	23	CaledonianMercury	1
1826	1	30	CaledonianMercury	4	1826	1	9	HampshireTelegraphandSussexChronicleetc	2
1826	2	6	CaledonianMercury	1	1826	2	4	NewcastleCourantetc	1
1826	2	11	NewcastleCourantetc	3	1826	2	4	CaledonianMercury	1
1826	2	13	HampshireTelegraphandSussexChronicleetc	1	1826	1	13	LiverpoolMercuryetc	3
1826	2	20	BristolMercury	2	1826	1	28	NewcastleCourantetc	3
1826	2	25	NewcastleCourantetc	3	1826	2	20	BristolMercury	2
1826	3	6	HampshireTelegraphandSussexChronicleetc	1	1826	3	4	NewcastleCourantetc	1
1826	3	24	GlasgowHerald	3	1826	3	23	CaledonianMercury	1
1826	3	25	NewcastleCourantetc	3	1826	2	11	LeedsMercury	1
1826	4	1	IpswichJournal	3	1826	3	30	CaledonianMercury	1
1826	4	1	NewcastleCourantetc	2	1826	3	29	DerbyMercury	1
1826	4	1	NewcastleCourantetc	3	1826	3	6	HampshireTelegraphandSussexChronicleetc	1
1826	4	4	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1	1826	3	29	MorningChronicle	3
1826	4	12	DerbyMercury	1	1826	4	10	HampshireTelegraphandSussexChronicleetc	2
1826	4	25	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1826	4	24	HampshireTelegraphandSussexChronicleetc	3
1826	4	26	DerbyMercury	1	1826	4	24	BristolMercury	2
1826	5	8	BristolMercury	2	1826	3	25	NewcastleCourantetc	3
1826	5	12	LiverpoolMercuryetc	3	1826	5	11	CaledonianMercury	1
1826	5	19	GlasgowHerald	3	1826	5	18	CaledonianMercury	3
1826	5	20	NewcastleCourantetc	3	1826	5	7	Examiner	14
1826	5	20	NewcastleCourantetc	4	1826	5	19	LiverpoolMercuryetc	6
1826	5	22	CaledonianMercury	1	1826	5	19	GlasgowHerald	1
1826	5	26	LiverpoolMercuryetc	3	1826	5	23	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2
1826	6	2	GlasgowHerald	3	1826	5	27	CaledonianMercury	3
1826	6	27	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1	1826	6	24	CaledonianMercury	3
1826	1	2	MorningChronicle	1	1826	1	1	Examiner	16
1826	1	3	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1826	1	2	BristolMercury	2
