1822.07.27_TheBristolMercury_0001,1822.07.21_TheExaminer_0009
1822.07.27_TheBristolMercury_0004,1822.07.26_GlasgowHerald_0002
1822.07.27_TheIpswichJournal_0004,1822.07.25_CaledonianMercury_0002
1822.07.27_TheLeedsMercury_0003,1822.07.20_CaledonianMercury_0003
1822.07.28_TheExaminer_0006,1822.07.26_TheMorningChronicle_0002
1822.07.28_TheExaminer_0007,1822.07.26_TheMorningChronicle_0002
1822.07.28_TheExaminer_0012,1822.07.26_TheMorningChronicle_0003
1822.07.28_TheExaminer_0013,1822.07.27_TheIpswichJournal_0004
1822.07.29_CaledonianMercury_0003,1822.07.26_TheMorningChronicle_0003
1822.07.29_CaledonianMercury_0004,1822.07.15_GlasgowHerald_0004
1822.07.29_GlasgowHerald_0002,1822.07.27_CaledonianMercury_0003
1822.07.31_TheMorningChronicle_0003,1822.07.27_CaledonianMercury_0003
1822.08.01_CaledonianMercury_0004,1822.07.26_TheMorningChronicle_0004
1822.08.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1822.07.27_TheIpswichJournal_0004
1822.08.01_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0003,1822.07.28_TheExaminer_0011
1822.08.02_GlasgowHerald_0001,1822.07.27_TheLeedsMercury_0001
1822.08.02_LiverpoolMercuryetc_0002,1822.07.28_TheExaminer_0006
1822.08.02_LiverpoolMercuryetc_0006,1822.07.27_TheBristolMercury_0004
1822.08.03_Jackson'sOxfordJournal_0001,1822.07.27_CaledonianMercury_0003
1822.08.03_TheIpswichJournal_0004,1822.07.30_TheMorningChronicle_0002
1822.08.04_TheExaminer_0004,1822.07.30_TheMorningChronicle_0002
1822.08.05_CaledonianMercury_0004,1822.07.13_TheBristolMercury_0004
1822.08.05_TheBristolMercury_0001,1822.07.31_TheMorningChronicle_0002
1822.08.05_TheBristolMercury_0004,1822.07.04_TheMorningChronicle_0003
1822.08.10_Jackson'sOxfordJournal_0001,1822.07.13_TheLeedsMercury_0001
1822.08.10_Jackson'sOxfordJournal_0002,1822.07.20_TheLeedsMercury_0001
1822.08.10_TheLeedsMercury_0001,1822.07.26_LiverpoolMercuryetc_0003
1822.08.10_TheMorningChronicle_0001,1822.07.20_TheLeedsMercury_0001
1822.08.19_CaledonianMercury_0004,1822.07.24_TheAberdeenJournal_0004
1822.08.24_TheLeedsMercury_0004,1822.07.13_Jackson'sOxfordJournal_0004
1822.08.30_LiverpoolMercuryetc_0001,1822.07.28_TheExaminer_0013
1822.09.06_LiverpoolMercuryetc_0004,1822.07.28_TheExaminer_0013
1822.09.14_TheLeedsMercury_0004,1822.07.13_Jackson'sOxfordJournal_0004
1822.09.20_LiverpoolMercuryetc_0006,1822.07.06_TheBristolMercury_0004
1822.09.23_CaledonianMercury_0001,1822.07.05_LiverpoolMercuryetc_0008
1822.09.25_TheDerbyMercury_0001,1822.07.06_TheLeedsMercury_0001
1822.09.28_Jackson'sOxfordJournal_0002,1822.07.06_TheLeedsMercury_0001
1822.09.28_TheLeedsMercury_0001,1822.07.05_GlasgowHerald_0003
1822.10.02_TheAberdeenJournal_0001,1822.07.06_TheLeedsMercury_0001
1822.10.02_TheDerbyMercury_0001,1822.07.13_TheLeedsMercury_0001
1822.11.02_Jackson'sOxfordJournal_0004,1822.07.13_TheLeedsMercury_0001
1822.11.23_Jackson'sOxfordJournal_0004,1822.07.08_GlasgowHerald_0004
1822.12.04_TheDerbyMercury_0001,1822.07.13_TheLeedsMercury_0001
1822.12.07_Jackson'sOxfordJournal_0001,1822.07.13_TheLeedsMercury_0001
1822.12.23_GlasgowHerald_0003,1822.07.06_TheLeedsMercury_0001
1822.12.25_TheMorningChronicle_0001,1822.07.20_TheLeedsMercury_0001
1822.12.27_TheMorningChronicle_0001,1822.07.20_TheLeedsMercury_0001
1822.12.28_Jackson'sOxfordJournal_0004,1822.07.06_TheLeedsMercury_0001
