1822.07.06_TheLeedsMercury_0001,1822.07.05_GlasgowHerald_0003
1822.07.07_TheExaminer_0011,1822.07.04_TheMorningChronicle_0003
1822.07.08_GlasgowHerald_0003,1822.07.04_CaledonianMercury_0001
1822.07.08_GlasgowHerald_0004,1822.07.06_Jackson'sOxfordJournal_0004
1822.07.10_TheAberdeenJournal_0004,1822.07.04_CaledonianMercury_0002
1822.07.10_TheMorningChronicle_0002,1822.07.08_CaledonianMercury_0003
1822.07.11_CaledonianMercury_0002,1822.07.08_TheMorningChronicle_0004
1822.07.12_GlasgowHerald_0001,1822.07.11_CaledonianMercury_0002
1822.07.12_LiverpoolMercuryetc_0002,1822.07.07_TheExaminer_0008
1822.07.12_LiverpoolMercuryetc_0006,1822.07.05_TheMorningChronicle_0003
1822.07.13_Jackson'sOxfordJournal_0001,1822.07.10_TheMorningChronicle_0002
1822.07.13_TheBristolMercury_0001,1822.07.10_TheMorningChronicle_0003
1822.07.13_TheBristolMercury_0002,1822.07.10_TheMorningChronicle_0002
1822.07.13_TheBristolMercury_0004,1822.07.12_GlasgowHerald_0001
1822.07.13_TheIpswichJournal_0002,1822.07.12_TheMorningChronicle_0004
1822.07.13_TheIpswichJournal_0004,1822.07.11_CaledonianMercury_0002
1822.07.13_TheLeedsMercury_0002,1822.07.11_TheMorningChronicle_0002
1822.07.13_TheLeedsMercury_0003,1822.07.11_TheMorningChronicle_0001
1822.07.14_TheExaminer_0014,1822.07.10_TheMorningChronicle_0004
1822.07.14_TheExaminer_0015,1822.07.12_TheMorningChronicle_0003
1822.07.15_CaledonianMercury_0002,1822.07.12_TheMorningChronicle_0003
1822.07.15_CaledonianMercury_0004,1822.07.06_TheMorningChronicle_0003
1822.07.17_TheAberdeenJournal_0001,1822.07.06_TheLeedsMercury_0001
1822.07.17_TheAberdeenJournal_0004,1822.07.13_CaledonianMercury_0004
1822.07.18_Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser_0002,1822.07.12_TheMorningChronicle_0003
1822.07.19_GlasgowHerald_0001,1822.07.15_TheMorningChronicle_0003
1822.07.19_LiverpoolMercuryetc_0004,1822.07.05_TheMorningChronicle_0003
1822.07.20_CaledonianMercury_0002,1822.07.19_GlasgowHerald_0002
1822.07.20_Jackson'sOxfordJournal_0001,1822.07.17_TheMorningChronicle_0002
1822.07.20_TheLeedsMercury_0001,1822.07.06_TheIpswichJournal_0003
1822.07.20_TheNewcastleCourantetc_0002,1822.07.11_TheMorningChronicle_0002
1822.07.20_TheNewcastleCourantetc_0003,1822.07.08_GlasgowHerald_0001
1822.07.21_TheExaminer_0003,1822.07.17_TheMorningChronicle_0003
1822.07.21_TheExaminer_0011,1822.07.20_TheMorningChronicle_0003
1822.07.22_CaledonianMercury_0002,1822.07.18_TheMorningChronicle_0002
1822.07.22_CaledonianMercury_0004,1822.07.06_TheBristolMercury_0004
1822.07.22_GlasgowHerald_0001,1822.07.18_TheMorningChronicle_0004
1822.07.24_TheAberdeenJournal_0004,1822.07.12_TheMorningChronicle_0003
1822.07.26_GlasgowHerald_0002,1822.07.25_CaledonianMercury_0002
1822.07.26_LiverpoolMercuryetc_0002,1822.07.21_TheExaminer_0008
1822.07.27_Jackson'sOxfordJournal_0001,1822.07.24_TheMorningChronicle_0003
1822.07.27_Jackson'sOxfordJournal_0004,1822.07.24_TheDerbyMercury_0004
