Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1811	1	22	MorningChronicle	1	1811	1	19	JacksonsOxfordJournal	4
1811	2	2	JacksonsOxfordJournal	4	1811	1	3	DerbyMercury	4
1811	2	9	LeedsMercury	4	1811	2	4	CaledonianMercury	2
1811	2	16	LeedsMercury	4	1811	2	14	DerbyMercury	2
1811	2	21	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1811	2	18	CaledonianMercury	2
1811	2	23	LeedsMercury	4	1811	2	21	CaledonianMercury	2
1811	3	2	JacksonsOxfordJournal	4	1811	2	23	IpswichJournal	1
1811	3	16	JacksonsOxfordJournal	4	1811	3	14	CaledonianMercury	4
1811	3	16	LeedsMercury	2	1811	3	14	CaledonianMercury	4
1811	3	23	JacksonsOxfordJournal	4	1811	3	19	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1
1811	4	1	HampshireTelegraphandSussexChronicleetc	4	1811	3	30	JacksonsOxfordJournal	1
1811	4	6	JacksonsOxfordJournal	4	1811	4	4	CaledonianMercury	2
1811	5	4	JacksonsOxfordJournal	4	1811	5	2	DerbyMercury	2
1811	6	10	CaledonianMercury	1	1811	4	6	JacksonsOxfordJournal	4
1811	1	3	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	4	1811	1	2	MorningChronicle	1
1811	1	5	CaledonianMercury	3	1811	1	3	MorningChronicle	1
1811	1	5	LeedsMercury	3	1811	1	3	MorningChronicle	1
1811	1	6	Examiner	2	1811	1	3	MorningChronicle	1
1811	1	6	Examiner	5	1811	1	3	MorningChronicle	1
1811	1	7	CaledonianMercury	3	1811	1	4	MorningChronicle	3
1811	1	7	CaledonianMercury	4	1811	1	3	MorningChronicle	1
1811	1	8	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	3	1811	1	3	MorningChronicle	1
1811	1	8	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1811	1	5	CaledonianMercury	4
1811	1	9	CobbettsWeeklyPoliticalRegister	9	1811	1	3	MorningChronicle	1
1811	1	9	CobbettsWeeklyPoliticalRegister	10	1811	1	3	MorningChronicle	1
1811	1	9	CobbettsWeeklyPoliticalRegister	11	1811	1	3	MorningChronicle	1
1811	1	9	CobbettsWeeklyPoliticalRegister	12	1811	1	7	CaledonianMercury	4
1811	1	9	CobbettsWeeklyPoliticalRegister	13	1811	1	7	CaledonianMercury	4
1811	1	9	CobbettsWeeklyPoliticalRegister	14	1811	1	7	CaledonianMercury	4
1811	1	9	CobbettsWeeklyPoliticalRegister	15	1811	1	3	MorningChronicle	4
1811	1	9	AberdeenJournal	2	1811	1	5	JacksonsOxfordJournal	2
1811	1	9	AberdeenJournal	3	1811	1	4	MorningChronicle	3
1811	1	9	AberdeenJournal	4	1811	1	3	CaledonianMercury	2
1811	1	10	CaledonianMercury	3	1811	1	7	MorningChronicle	3
1811	1	12	CaledonianMercury	4	1811	1	5	MorningChronicle	2
1811	1	12	CobbettsWeeklyPoliticalRegister	9	1811	1	4	MorningChronicle	3
1811	1	12	CobbettsWeeklyPoliticalRegister	10	1811	1	4	MorningChronicle	3
1811	1	12	CobbettsWeeklyPoliticalRegister	11	1811	1	7	CaledonianMercury	3
1811	1	12	CobbettsWeeklyPoliticalRegister	12	1811	1	10	MorningChronicle	4
1811	1	12	JacksonsOxfordJournal	4	1811	1	3	DerbyMercury	4
1811	1	12	IpswichJournal	1	1811	1	5	JacksonsOxfordJournal	4
1811	1	14	CaledonianMercury	2	1811	1	12	CobbettsWeeklyPoliticalRegister	15
1811	1	15	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1811	1	12	CobbettsWeeklyPoliticalRegister	15
1811	1	16	CobbettsWeeklyPoliticalRegister	9	1811	1	12	MorningChronicle	3
1811	1	16	CobbettsWeeklyPoliticalRegister	11	1811	1	9	AberdeenJournal	2
1811	1	16	CobbettsWeeklyPoliticalRegister	13	1811	1	14	CaledonianMercury	2
1811	1	16	CobbettsWeeklyPoliticalRegister	15	1811	1	14	MorningChronicle	2
1811	1	16	CobbettsWeeklyPoliticalRegister	16	1811	1	14	MorningChronicle	2
1811	1	16	AberdeenJournal	1	1811	1	5	CaledonianMercury	1
1811	1	16	AberdeenJournal	2	1811	1	10	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	4
1811	1	16	AberdeenJournal	3	1811	1	10	CaledonianMercury	3
1811	1	17	CaledonianMercury	2	1811	1	14	MorningChronicle	2
1811	1	17	CaledonianMercury	3	1811	1	12	MorningChronicle	3
1811	1	17	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2	1811	1	16	CobbettsWeeklyPoliticalRegister	11
1811	1	17	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	4	1811	1	16	MorningChronicle	2
1811	1	19	CaledonianMercury	2	1811	1	16	MorningChronicle	2
1811	1	19	CobbettsWeeklyPoliticalRegister	10	1811	1	17	MorningChronicle	3
1811	1	19	CobbettsWeeklyPoliticalRegister	11	1811	1	17	MorningChronicle	3
1811	1	19	CobbettsWeeklyPoliticalRegister	12	1811	1	17	MorningChronicle	3
1811	1	19	CobbettsWeeklyPoliticalRegister	13	1811	1	17	MorningChronicle	3
1811	1	19	CobbettsWeeklyPoliticalRegister	14	1811	1	17	MorningChronicle	3
1811	1	19	CobbettsWeeklyPoliticalRegister	15	1811	1	17	MorningChronicle	3
1811	1	19	CobbettsWeeklyPoliticalRegister	16	1811	1	17	MorningChronicle	3
1811	1	19	JacksonsOxfordJournal	4	1811	1	17	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2
1811	1	19	IpswichJournal	1	1811	1	16	AberdeenJournal	4
1811	1	19	IpswichJournal	4	1811	1	16	MorningChronicle	2
1811	1	19	LeedsMercury	2	1811	1	17	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2
1811	1	20	Examiner	13	1811	1	17	MorningChronicle	3
1811	1	21	CaledonianMercury	4	1811	1	12	MorningChronicle	4
1811	1	22	HullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1811	1	12	JacksonsOxfordJournal	2
1811	1	23	CobbettsWeeklyPoliticalRegister	9	1811	1	16	MorningChronicle	3
1811	1	23	AberdeenJournal	1	1811	1	5	CaledonianMercury	1
1811	1	23	AberdeenJournal	2	1811	1	19	CaledonianMercury	3
1811	1	23	AberdeenJournal	3	1811	1	16	CobbettsWeeklyPoliticalRegister	11
1811	1	24	CaledonianMercury	2	1811	1	23	CobbettsWeeklyPoliticalRegister	15
1811	1	24	DerbyMercury	1	1811	1	5	JacksonsOxfordJournal	4
1811	1	26	CaledonianMercury	2	1811	1	22	MorningChronicle	2
1811	1	26	CobbettsWeeklyPoliticalRegister	13	1811	1	9	MorningChronicle	4
1811	1	26	CobbettsWeeklyPoliticalRegister	14	1811	1	25	MorningChronicle	2
