Target_Year	Target_Month	Target_Day	Target	Target_Page	Source_Year	Source_Month	Source_Day	Source	Source_Page
1809	1	7	JacksonsOxfordJournal	1	1809	1	5	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3
1809	1	7	JacksonsOxfordJournal	4	1809	1	5	CaledonianMercury	2
1809	1	21	CaledonianMercury	4	1809	1	14	TheMorningChronicle	1
1809	1	21	JacksonsOxfordJournal	4	1809	1	19	CaledonianMercury	2
1809	1	23	CaledonianMercury	4	1809	1	14	TheMorningChronicle	1
1809	1	25	TheAberdeenJournal	2	1809	1	24	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1
1809	1	26	CaledonianMercury	4	1809	1	14	TheMorningChronicle	1
1809	1	26	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1809	1	24	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1
1809	1	28	CaledonianMercury	4	1809	1	25	TheAberdeenJournal	1
1809	1	30	CaledonianMercury	4	1809	1	28	JacksonsOxfordJournal	4
1809	2	4	JacksonsOxfordJournal	1	1809	2	1	TheMorningChronicle	4
1809	2	18	JacksonsOxfordJournal	1	1809	2	4	CaledonianMercury	1
1809	2	22	TheAberdeenJournal	2	1809	2	13	CaledonianMercury	1
1809	2	23	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2	1809	2	21	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4
1809	3	2	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1809	2	25	JacksonsOxfordJournal	2
1809	3	4	TheLeedsMercury	4	1809	2	18	JacksonsOxfordJournal	2
1809	3	9	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1809	1	28	JacksonsOxfordJournal	4
1809	3	11	JacksonsOxfordJournal	4	1809	3	6	CaledonianMercury	1
1809	3	18	JacksonsOxfordJournal	4	1809	3	16	CaledonianMercury	2
1809	3	25	JacksonsOxfordJournal	1	1809	3	23	TheDerbyMercury	1
1809	3	30	TheDerbyMercury	4	1809	1	28	JacksonsOxfordJournal	4
1809	4	5	TheAberdeenJournal	3	1809	3	23	TheMorningChronicle	2
1809	4	8	JacksonsOxfordJournal	1	1809	3	28	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1
1809	4	8	JacksonsOxfordJournal	4	1809	4	4	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1
1809	4	19	TheAberdeenJournal	2	1809	4	13	CaledonianMercury	2
1809	4	27	TheDerbyMercury	4	1809	4	22	TheMorningChronicle	4
1809	5	6	JacksonsOxfordJournal	1	1809	3	2	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3
1809	5	11	TheDerbyMercury	4	1809	1	21	JacksonsOxfordJournal	2
1809	5	11	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1809	5	6	JacksonsOxfordJournal	4
1809	5	18	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1809	5	6	JacksonsOxfordJournal	2
1809	7	1	TheLeedsMercury	4	1809	6	29	TheDerbyMercury	1
1809	7	5	TheAberdeenJournal	2	1809	6	27	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2
1809	1	3	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	3	1809	1	2	CaledonianMercury	2
1809	1	5	CaledonianMercury	2	1809	1	2	TheMorningChronicle	3
1809	1	7	CaledonianMercury	2	1809	1	3	TheMorningChronicle	3
1809	1	7	JacksonsOxfordJournal	2	1809	1	4	TheMorningChronicle	2
1809	1	7	TheIpswichJournal	4	1809	1	2	TheMorningChronicle	3
1809	1	8	Examiner	13	1809	1	3	MorningChronicle	2
1809	1	9	CaledonianMercury	1	1809	1	7	JacksonsOxfordJournal	4
1809	1	9	CaledonianMercury	2	1809	1	7	TheMorningChronicle	2
1809	1	11	TheAberdeenJournal	3	1809	1	5	CaledonianMercury	2
1809	1	11	TheAberdeenJournal	4	1809	1	9	CaledonianMercury	2
1809	1	12	CaledonianMercury	2	1809	1	10	TheMorningChronicle	2
1809	1	12	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2	1809	1	7	TheMorningChronicle	2
1809	1	12	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1809	1	3	TheMorningChronicle	3
1809	1	12	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	4	1809	1	11	TheMorningChronicle	1
1809	1	14	CaledonianMercury	2	1809	1	11	TheMorningChronicle	1
1809	1	14	JacksonsOxfordJournal	1	1809	1	9	CaledonianMercury	1
1809	1	14	JacksonsOxfordJournal	2	1809	1	11	TheMorningChronicle	1
1809	1	14	JacksonsOxfordJournal	4	1809	1	12	CaledonianMercury	2
1809	1	14	TheIpswichJournal	2	1809	1	12	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	4
1809	1	14	TheLeedsMercury	1	1809	1	12	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	2
1809	1	14	TheLeedsMercury	2	1809	1	9	TheMorningChronicle	2
1809	1	15	Examiner	7	1809	1	14	CaledonianMercury	2
1809	1	16	HampshireTelegraphandSussexChronicleetc	1	1809	1	7	JacksonsOxfordJournal	4
1809	1	17	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1	1809	1	12	CaledonianMercury	3
1809	1	17	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1809	1	14	TheIpswichJournal	2
1809	1	17	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1809	1	7	CaledonianMercury	2
1809	1	18	TheAberdeenJournal	2	1809	1	14	CaledonianMercury	2
1809	1	18	TheAberdeenJournal	3	1809	1	12	CaledonianMercury	3
1809	1	18	TheAberdeenJournal	4	1809	1	13	TheMorningChronicle	2
1809	1	19	CaledonianMercury	2	1809	1	16	TheMorningChronicle	2
1809	1	19	TheDerbyMercury	1	1809	1	14	JacksonsOxfordJournal	1
1809	1	19	TrewmansExeterFlyingPostorPlymouthandCornishAdvertiser	3	1809	1	17	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4
1809	1	21	TheIpswichJournal	2	1809	1	20	TheMorningChronicle	1
1809	1	22	Examiner	4	1809	1	19	CaledonianMercury	2
1809	1	22	Examiner	6	1809	1	20	MorningChronicle	1
1809	1	22	Examiner	9	1809	1	21	MorningChronicle	2
1809	1	22	Examiner	16	1809	1	21	JacksonsOxfordJournal	2
1809	1	23	CaledonianMercury	2	1809	1	20	TheMorningChronicle	1
1809	1	23	CaledonianMercury	3	1809	1	22	TheExaminer	3
1809	1	23	HampshireTelegraphandSussexChronicleetc	1	1809	1	14	JacksonsOxfordJournal	1
1809	1	23	HampshireTelegraphandSussexChronicleetc	2	1809	1	20	TheMorningChronicle	1
1809	1	23	HampshireTelegraphandSussexChronicleetc	4	1809	1	21	JacksonsOxfordJournal	1
1809	1	24	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1	1809	1	21	JacksonsOxfordJournal	1
1809	1	24	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	2	1809	1	23	CaledonianMercury	3
1809	1	24	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	3	1809	1	23	CaledonianMercury	2
1809	1	24	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	4	1809	1	21	JacksonsOxfordJournal	4
1809	1	25	TheAberdeenJournal	3	1809	1	21	CaledonianMercury	2
1809	1	25	TheAberdeenJournal	4	1809	1	23	CaledonianMercury	2
1809	1	26	CaledonianMercury	2	1809	1	21	TheMorningChronicle	2
1809	1	26	CaledonianMercury	3	1809	1	24	TheHullPacketandOriginalWeeklyCommercialLiteraryandGeneralAdvertiser	1
