RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE	OPAGE
1802	06	03	CaledonianMercury	0001	1802	06	02	TheAberdeenJournal	0001
1802	06	05	CaledonianMercury	0003	1802	06	02	TheMorningChronicle	0003
1802	06	05	Jackson'sOxfordJournal	0001	1802	06	03	CaledonianMercury	0002
1802	06	05	Jackson'sOxfordJournal	0004	1802	06	03	CaledonianMercury	0003
1802	06	07	CaledonianMercury	0004	1802	06	02	TheMorningChronicle	0002
1802	06	09	TheAberdeenJournal	0001	1802	06	07	CaledonianMercury	0001
1802	06	09	TheAberdeenJournal	0002	1802	06	05	CaledonianMercury	0004
1802	06	09	TheAberdeenJournal	0003	1802	06	05	Jackson'sOxfordJournal	0004
1802	06	10	CaledonianMercury	0002	1802	06	07	TheMorningChronicle	0002
1802	06	10	CaledonianMercury	0003	1802	06	09	TheAberdeenJournal	0004
1802	06	10	TheDerbyMercury	0003	1802	06	02	TheAberdeenJournal	0004
1802	06	12	CaledonianMercury	0002	1802	06	08	TheMorningChronicle	0003
1802	06	12	Jackson'sOxfordJournal	0002	1802	06	09	TheMorningChronicle	0003
1802	06	12	Jackson'sOxfordJournal	0004	1802	06	10	CaledonianMercury	0002
1802	06	14	CaledonianMercury	0003	1802	06	10	TheMorningChronicle	0003
