YEAR	MONTH	DAY	TITLE	PAGE
1828	06	01	TheExaminer	0002
1828	06	01	TheExaminer	0013
1828	06	01	TheExaminer	0003
1828	06	03	TheBelfastNews-Letter	0001
1828	06	03	TheHullPacketandHumberMercury	0001
1828	06	03	TheMorningChronicle	0004
1828	06	04	TheDerbyMercury	0002
1828	06	03	TheHullPacketandHumberMercury	0004
1828	06	03	TheMorningChronicle	0001
1828	06	03	TheMorningChronicle	0002
1828	06	04	TheDerbyMercury	0003
1828	06	02	TheMorningChronicle	0003
1828	06	03	TheBristolMercury	0001
1828	06	03	TheMorningChronicle	0003
1828	06	04	TheMorningChronicle	0004
1828	06	04	TheMorningChronicle	0003
1828	06	05	TheMorningChronicle	0003
1828	06	06	TheMorningChronicle	0004
1828	06	09	CaledonianMercury	0002
1828	06	09	HampshireTelegraphandSussexChronicleetc	0001
1828	06	05	NorthWalesChronicle	0003
1828	06	10	TheHullPacketandHumberMercury	0003
1828	06	10	TheHullPacketandHumberMercury	0004
1828	06	07	TheMorningChronicle	0004
1828	06	10	TheMorningChronicle	0001
1828	06	13	LiverpoolMercuryetc	0006
1828	06	07	TheMorningChronicle	0002
1828	06	11	TheMorningChronicle	0002
1828	06	12	TheMorningChronicle	0003
1828	06	14	CaledonianMercury	0004
1828	06	11	TheMorningChronicle	0001
1828	06	11	TheMorningChronicle	0003
1828	06	13	TheBelfastNews-Letter	S0002
1828	06	13	TheBelfastNews-Letter	0002
1828	06	14	TheIpswichJournal	0004
1828	06	14	TheNewcastleCourantetc	0004
1828	06	11	TheMorningChronicle	0004
1828	06	13	TheMorningChronicle	0003
1828	06	10	TheMorningChronicle	0003
1828	06	14	TheMorningChronicle	0004
1828	06	19	CaledonianMercury	0002
1828	06	16	CaledonianMercury	0003
1828	06	18	TheMorningChronicle	0003
1828	06	20	TheMorningChronicle	0003
1828	06	15	TheExaminer	0007
1828	06	15	TheExaminer	0008
1828	06	16	HampshireTelegraphandSussexChronicleetc	0003
1828	06	14	TheMorningChronicle	0002
1828	06	20	TheBelfastNews-Letter	0001
1828	06	17	TheMorningChronicle	0003
1828	06	18	TheMorningChronicle	0002
1828	06	21	TheMorningChronicle	0003
1828	06	20	TheMorningChronicle	0004
1828	06	17	TheMorningChronicle	0002
1828	06	19	TheMorningChronicle	0002
1828	06	16	TheMorningChronicle	0003
1828	06	20	TheMorningChronicle	0002
1828	06	18	TheMorningChronicle	0004
1828	06	23	CaledonianMercury	0004
1828	06	22	TheExaminer	0011
1828	06	26	NorthWalesChronicle	0003
1828	06	13	TheMorningChronicle	0001
1828	06	27	TheBelfastNews-Letter	0002
1828	06	19	TheMorningChronicle	0004
1828	06	23	CaledonianMercury	0002
1828	06	24	TheBelfastNews-Letter	0002
1828	06	25	TheMorningChronicle	0003
1828	06	24	TheMorningChronicle	0003
1828	06	27	TheMorningChronicle	0002
1828	06	27	TheMorningChronicle	0003
1828	06	27	TheMorningChronicle	0004
1828	06	28	TheMorningChronicle	0002
1828	06	25	TheMorningChronicle	0004
1828	06	26	TheMorningChronicle	0003
1828	06	16	TheMorningChronicle	0001
1828	06	28	TheMorningChronicle	0001
1828	06	26	TheMorningChronicle	0002
1828	06	28	TheMorningChronicle	0004
1828	06	25	TheMorningChronicle	0002
1828	06	24	TheMorningChronicle	0002
1828	06	24	TheMorningChronicle	0004
1828	06	18	TheMorningChronicle	0001
1828	06	25	TheMorningChronicle	0001
1828	06	28	CaledonianMercury	0004
1828	06	10	TheBelfastNews-Letter	0001
1828	06	30	TheMorningChronicle	0004
1828	06	01	TheExaminer	0015
1828	06	03	TheBristolMercury	0004
1828	06	30	TheMorningChronicle	0003
1828	06	27	TheMorningChronicle	0001
1828	06	29	TheExaminer	0013
1828	06	20	TheMorningChronicle	0001
1828	06	13	TheBelfastNews-Letter	0004
1828	06	02	CaledonianMercury	0001
1828	06	07	TheNewcastleCourantetc	0001
1828	06	22	TheExaminer	0006
1828	06	11	TheDerbyMercury	0001
1828	06	27	LiverpoolMercuryetc	0007
