YEAR	MONTH	DAY	TITLE	PAGE	1884	01	01	ThePallMallGazette	0004
1884	01	01	ThePallMallGazette	0007
1884	01	01	ThePallMallGazette	0008
1884	01	01	GlasgowHerald	0007
1884	01	01	DailyNews	0005
1884	01	01	LiverpoolMercuryetc	0008
1884	01	01	TheIpswichJournal	0004
1884	01	01	DailyNews	0006
1884	01	02	DailyNews	0003
1884	01	02	GlasgowHerald	0005
1884	01	02	GlasgowHerald	0006
1884	01	02	TheLeedsMercury	0003
1884	01	02	ThePallMallGazette	0007
1884	01	02	AberdeenWeeklyJournal	0005
1884	01	02	TheBelfastNews-Letter	0005
1884	01	02	TheBelfastNews-Letter	0008
1884	01	02	ThePallMallGazette	0006
1884	01	02	ThePallMallGazette	0008
1884	01	02	DailyNews	0006
1884	01	02	ThePallMallGazette	0012
1884	01	01	BirminghamDailyPost	0006
1884	01	01	NorthernEcho	0002
1884	01	01	TheBelfastNews-Letter	0006
1884	01	02	TheBristolMercuryandDailyPost	0007
1884	01	02	GlasgowHerald	0004
1884	01	02	LiverpoolMercuryetc	0005
1884	01	02	TheDerbyMercury	0004
1884	01	02	ThePallMallGazette	0011
1884	01	02	BirminghamDailyPost	0004
1884	01	03	Freeman'sJournalandDailyCommercialAdvertiser	0006
1884	01	03	ThePallMallGazette	0008
1884	01	03	ThePallMallGazette	0002
1884	01	03	TheLeedsMercury	0005
1884	01	03	DailyNews	0005
1884	01	01	TheBristolMercuryandDailyPost	0007
1884	01	02	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0002
1884	01	03	AberdeenWeeklyJournal	0004
1884	01	03	ThePallMallGazette	0003
1884	01	01	BirminghamDailyPost	0007
1884	01	02	TheDerbyMercury	0007
1884	01	02	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0007
1884	01	02	BaneracAmserauCymru	0015
1884	01	02	BaneracAmserauCymru	0016
1884	01	02	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0008
1884	01	02	GlasgowHerald	0001
1884	01	03	ThePallMallGazette	0011
1884	01	03	DailyNews	0006
1884	01	04	DailyNews	0006
1884	01	04	ThePallMallGazette	0006
1884	01	04	ThePallMallGazette	0008
1884	01	02	TheLeedsMercury	0001
1884	01	03	ThePallMallGazette	0014
1884	01	02	TheDerbyMercury	0006
1884	01	02	TheDerbyMercury	0001
1884	01	01	TheBelfastNews-Letter	0007
1884	01	01	TheLeedsMercury	0006
1884	01	04	TheBelfastNews-Letter	0007
1884	01	02	TheDerbyMercury	S0001
1884	01	04	TheBelfastNews-Letter	0003
1884	01	04	BirminghamDailyPost	0001
1884	01	04	ThePallMallGazette	0015
1884	01	01	LiverpoolMercuryetc	0003
1884	01	01	LiverpoolMercuryetc	0005
1884	01	03	LiverpoolMercuryetc	0007
1884	01	02	ThePallMallGazette	0013
1884	01	04	ThePallMallGazette	0013
1884	01	03	TheBristolMercuryandDailyPost	0008
1884	01	03	WesternMail	0003
1884	01	01	ThePallMallGazette	0010
1884	01	02	BirminghamDailyPost	0008
1884	01	03	ThePallMallGazette	0012
1884	01	01	DailyNews	0007
1884	01	03	BirminghamDailyPost	0005
1884	01	03	Freeman'sJournalandDailyCommercialAdvertiser	0005
1884	01	03	TheBelfastNews-Letter	0008
1884	01	03	TheBristolMercuryandDailyPost	0006
1884	01	01	BirminghamDailyPost	0008
1884	01	01	TheBelfastNews-Letter	0005
1884	01	04	BirminghamDailyPost	0004
1884	01	02	BaneracAmserauCymru	0013
1884	01	02	BaneracAmserauCymru	0001
1884	01	02	ThePallMallGazette	0010
1884	01	04	TheHullPacketandEastRidingTimes	0008
1884	01	05	TheIllustratedPoliceNewsetc	0003
1884	01	05	TheEra	0012
1884	01	05	BirminghamDailyPost	0005
1884	01	05	DailyNews	0007
1884	01	05	TheLeedsMercury	0007
1884	01	02	TheLeedsMercury	0002
1884	01	02	TheLeedsMercury	0008
1884	01	03	Freeman'sJournalandDailyCommercialAdvertiser	0002
1884	01	02	DailyNews	0007
1884	01	05	AberdeenWeeklyJournal	0003
1884	01	05	GlasgowHerald	0005
1884	01	05	LiverpoolMercuryetc	0006
1884	01	05	TheBelfastNews-Letter	0008
1884	01	05	TheBristolMercuryandDailyPost	0005
1884	01	05	TheLeedsMercury	0010
1884	01	05	ThePallMallGazette	0010
1884	01	05	ThePallMallGazette	0015
1884	01	06	Reynolds'sNewspaper	0008
1884	01	05	ThePallMallGazette	0006
1884	01	05	ThePallMallGazette	0009
1884	01	05	ThePallMallGazette	0008
1884	01	05	DailyNews	0006
1884	01	05	TheBelfastNews-Letter	0004
1884	01	07	DailyNews	0005
1884	01	07	DailyNews	0003
1884	01	07	TheBelfastNews-Letter	0005
1884	01	07	ThePallMallGazette	0007
1884	01	07	ThePallMallGazette	0008
1884	01	07	ThePallMallGazette	0001
1884	01	07	ThePallMallGazette	0002
1884	01	07	TheLeedsMercury	0001
1884	01	05	ThePallMallGazette	0012
1884	01	04	Freeman'sJournalandDailyCommercialAdvertiser	0003
1884	01	05	TheLeedsMercury	0011
1884	01	04	TheLeedsMercury	0004
1884	01	08	GlasgowHerald	0004
1884	01	05	NorthWalesChronicle	0001
1884	01	08	DailyNews	0005
1884	01	08	ThePallMallGazette	0006
1884	01	08	ThePallMallGazette	0008
1884	01	01	TheBelfastNews-Letter	0001
1884	01	08	ThePallMallGazette	0007
1884	01	03	TheBelfastNews-Letter	0001
1884	01	03	WesternMail	0004
1884	01	08	WesternMail	0004
1884	01	08	Freeman'sJournalandDailyCommercialAdvertiser	0005
1884	01	08	TheLeedsMercury	0007
1884	01	05	WesternMail	0001
1884	01	05	TheIpswichJournal	0008
1884	01	04	LiverpoolMercuryetc	0003
1884	01	07	NorthernEcho	0004
1884	01	08	ThePallMallGazette	0012
1884	01	04	TheLeedsMercury	0007
1884	01	08	LiverpoolMercuryetc	0003
1884	01	08	NorthernEcho	0001
1884	01	09	ThePallMallGazette	0006
1884	01	09	ThePallMallGazette	0008
1884	01	09	ThePallMallGazette	0011
1884	01	09	TheBelfastNews-Letter	0005
1884	01	09	ThePallMallGazette	0009
1884	01	09	ThePallMallGazette	0001
1884	01	09	ThePallMallGazette	0002
1884	01	09	ThePallMallGazette	0012
1884	01	10	ThePallMallGazette	0007
1884	01	10	ThePallMallGazette	0008
1884	01	07	GlasgowHerald	0008
1884	01	09	WesternMail	0004
1884	01	04	Freeman'sJournalandDailyCommercialAdvertiser	0008
1884	01	05	TheBelfastNews-Letter	0005
1884	01	09	Freeman'sJournalandDailyCommercialAdvertiser	0007
1884	01	11	DailyNews	0005
1884	01	11	GlasgowHerald	0007
1884	01	11	TheBelfastNews-Letter	0005
1884	01	11	ThePallMallGazette	0007
1884	01	11	ThePallMallGazette	0009
1884	01	11	DailyNews	0006
1884	01	11	ThePallMallGazette	0008
1884	01	11	TheLeedsMercury	0003
1884	01	05	TheLeedsMercury	S0007
1884	01	11	TheHullPacketandEastRidingTimes	0003
1884	01	07	DailyNews	0006
1884	01	11	DailyNews	0003
1884	01	02	TheLeedsMercury	0006
1884	01	05	NorthernEcho	0002
1884	01	05	HampshireTelegraphandSussexChronicleetc	0004
1884	01	02	WesternMail	0004
1884	01	11	TheBristolMercuryandDailyPost	0006
1884	01	10	DailyNews	0006
1884	01	05	TheBelfastNews-Letter	0002
1884	01	10	TheBelfastNews-Letter	0003
1884	01	10	LiverpoolMercuryetc	0006
1884	01	07	BirminghamDailyPost	0004
1884	01	08	GlasgowHerald	0003
1884	01	08	NorthernEcho	0003
1884	01	08	TheBristolMercuryandDailyPost	0006
1884	01	10	DailyNews	0002
1884	01	10	DailyNews	0003
1884	01	10	Freeman'sJournalandDailyCommercialAdvertiser	0006
1884	01	07	LiverpoolMercuryetc	0006
1884	01	10	ThePallMallGazette	0001
1884	01	09	BaneracAmserauCymru	0004
1884	01	09	BaneracAmserauCymru	0012
1884	01	10	BirminghamDailyPost	0008
1884	01	08	DailyNews	0003
1884	01	08	ThePallMallGazette	0010
1884	01	09	DailyNews	0002
1884	01	12	DailyNews	0003
1884	01	12	ThePallMallGazette	0008
1884	01	12	ThePallMallGazette	0010
1884	01	09	DailyNews	0005
1884	01	09	TheLeedsMercury	0008
1884	01	09	ThePallMallGazette	0010
1884	01	07	Freeman'sJournalandDailyCommercialAdvertiser	0006
1884	01	07	TheLeedsMercury	0007
1884	01	08	ThePallMallGazette	0002
1884	01	09	DailyNews	0003
1884	01	10	WesternMail	0003
1884	01	11	TheLeedsMercury	0007
1884	01	07	ThePallMallGazette	0010
1884	01	13	Lloyd'sWeeklyNewspaper	0001
1884	01	12	GlasgowHerald	0001
1884	01	12	DailyNews	0005
1884	01	12	ThePallMallGazette	0006
1884	01	09	TheLeedsMercury	0004
1884	01	12	Freeman'sJournalandDailyCommercialAdvertiser	0005
1884	01	12	LiverpoolMercuryetc	0005
1884	01	12	TheBelfastNews-Letter	0005
1884	01	13	Lloyd'sWeeklyNewspaper	0012
