YEAR	MONTH	DAY	TITLE	PAGE
YEAR	MONTH	DAY	TITLE	PAGE
1882	09	01	BirminghamDailyPost	0006
1882	09	01	GlasgowHerald	0005
1882	09	01	LiverpoolMercuryetc	0008
1882	09	01	TheBristolMercuryandDailyPost	0007
1882	09	01	WesternMail	0004
1882	09	01	DailyNews	0002
1882	09	01	TheBelfastNews-Letter	0008
1882	09	01	ThePallMallGazette	0008
1882	09	01	TheHullPacketandEastRidingTimes	0001
1882	09	01	BirminghamDailyPost	0005
1882	09	01	GlasgowHerald	0007
1882	09	01	ThePallMallGazette	0007
1882	09	01	TheBelfastNews-Letter	0005
1882	09	01	AberdeenWeeklyJournal	0003
1882	09	01	TheHullPacketandEastRidingTimes	0002
1882	09	01	BirminghamDailyPost	0008
1882	09	01	LiverpoolMercuryetc	0005
1882	09	01	TheHullPacketandEastRidingTimes	0005
1882	09	01	Freeman'sJournalandDailyCommercialAdvertiser	0006
1882	09	01	TheBristolMercuryandDailyPost	0008
1882	09	01	AberdeenWeeklyJournal	0005
1882	09	01	Freeman'sJournalandDailyCommercialAdvertiser	0005
1882	09	01	NorthernEcho	0003
1882	09	01	TheHullPacketandEastRidingTimes	0008
1882	09	01	TheBristolMercuryandDailyPost	0004
1882	09	01	AberdeenWeeklyJournal	0002
1882	09	01	TheBelfastNews-Letter	0006
1882	09	01	AberdeenWeeklyJournal	0006
1882	09	02	TheBristolMercuryandDailyPost	S0001
1882	09	02	TheBristolMercuryandDailyPost	S0003
1882	09	02	TheIllustratedPoliceNewsetc	0003
1882	09	01	TheHullPacketandEastRidingTimes	0007
1882	09	02	WesternMail	0004
1882	09	02	LiverpoolMercuryetc	0006
1882	09	01	DailyNews	0003
1882	09	02	TheBristolMercuryandDailyPost	S0006
1882	09	02	TheEra	0014
1882	09	02	AberdeenWeeklyJournal	0003
1882	09	02	DailyNews	0005
1882	09	02	LiverpoolMercuryetc	0005
1882	09	02	NorthernEcho	0003
1882	09	02	ThePallMallGazette	0007
