YEAR	MONTH	DAY	TITLE	PAGE
1881	04	01	BirminghamDailyPost	0006
1881	04	01	GlasgowHerald	0005
1881	04	01	LiverpoolMercuryetc	0008
1881	04	01	TheBristolMercuryandDailyPost	0007
1881	04	01	TheLeedsMercury	0006
1881	04	01	DailyNews	0006
1881	04	01	ThePallMallGazette	0009
1881	04	01	BirminghamDailyPost	0001
1881	04	01	Freeman'sJournalandDailyCommercialAdvertiser	0008
1881	04	01	LiverpoolMercuryetc	0007
1881	04	01	ThePallMallGazette	0016
1881	04	01	DailyNews	0001
1881	04	01	ThePallMallGazette	0014
1881	04	01	AberdeenWeeklyJournal	0003
1881	04	01	TheLeedsMercury	0008
1881	04	01	GlasgowHerald	0009
1881	04	01	TheHullPacketandEastRidingTimes	0002
1881	04	01	ThePallMallGazette	0008
1881	04	01	AberdeenWeeklyJournal	0006
1881	04	01	BirminghamDailyPost	0004
1881	04	01	BirminghamDailyPost	0008
1881	04	01	DailyNews	0002
1881	04	01	Freeman'sJournalandDailyCommercialAdvertiser	0006
1881	04	01	GlasgowHerald	0007
1881	04	01	GlasgowHerald	0008
1881	04	01	LiverpoolMercuryetc	0006
1881	04	01	NorthernEcho	0004
1881	04	01	TheHullPacketandEastRidingTimes	0008
1881	04	01	TheLeedsMercury	0007
1881	04	01	AberdeenWeeklyJournal	0005
1881	04	01	BirminghamDailyPost	0005
1881	04	01	LiverpoolMercuryetc	0005
1881	04	01	WesternMail	0003
1881	04	01	Freeman'sJournalandDailyCommercialAdvertiser	0003
1881	04	01	TheLeedsMercury	0003
1881	04	01	ThePallMallGazette	0012
1881	04	01	DailyNews	0003
1881	04	01	TheLeedsMercury	0005
1881	04	01	TheHullPacketandEastRidingTimes	0001
1881	04	01	DailyNews	0005
1881	04	02	LiverpoolMercuryetc	0006
1881	04	02	TheBristolMercuryandDailyPost	S0005
1881	04	01	NorthernEcho	0003
1881	04	01	TheBristolMercuryandDailyPost	0002
1881	04	02	TheIpswichJournal	S0002
1881	04	02	GlasgowHerald	0005
1881	04	02	TheEra	0004
1881	04	02	TheIpswichJournal	0008
1881	04	02	TheLeedsMercury	S0003
1881	04	01	TheHullPacketandEastRidingTimes	0006
1881	04	02	Jackson'sOxfordJournal	0008
1881	04	02	TheBristolMercuryandDailyPost	0006
1881	04	02	ThePallMallGazette	0008
