Match A,Match B,Type,Topic,Meme
1800.09.06_JacksonsOxfordJournal_0002,1800.09.04_CaledonianMercury_0002,,,
1800.09.06_JacksonsOxfordJournal_0004,1800.06.12_TrewmansExeterFlyingPost_0004,,,
1800.09.06_JacksonsOxfordJournal_0004,1800.07.15_HullPacket_0002,,,
1800.09.06_JacksonsOxfordJournal_0004,1800.07.29_HullPacket_0004,,,
1800.09.06_JacksonsOxfordJournal_0004,1800.07.31_DerbyMercury_0003,,,
1800.09.06_JacksonsOxfordJournal_0004,1800.08.19_HullPacket_0004,,,
1800.09.06_JacksonsOxfordJournal_0004,1800.08.21_DerbyMercury_0003,,,
1800.09.06_JacksonsOxfordJournal_0004,1800.09.01_CaledonianMercury_0002,,,
1800.09.06_JacksonsOxfordJournal_0004,1800.09.04_DerbyMercury_0003,,,
1800.09.06_JacksonsOxfordJournal_0004,1800.09.04_TrewmansExeterFlyingPost_0004,,,
1800.09.08_AberdeenJournal_0001,1800.06.09_PortsmouthTelegraph_0001,,,
1800.09.08_AberdeenJournal_0001,1800.06.12_DerbyMercury_0002,,,
1800.09.08_AberdeenJournal_0001,1800.06.16_PortsmouthTelegraph_0004,,,
1800.09.08_AberdeenJournal_0001,1800.06.19_DerbyMercury_0003,,,
1800.09.08_AberdeenJournal_0001,1800.06.24_HullPacket_0004,,,
1800.09.08_AberdeenJournal_0001,1800.06.26_DerbyMercury_0003,,,
1800.09.08_AberdeenJournal_0001,1800.06.28_JacksonsOxfordJournal_0004,,,
1800.09.08_AberdeenJournal_0001,1800.06.30_PortsmouthTelegraph_0004,,,
1800.09.08_AberdeenJournal_0001,1800.07.01_HullPacket_0004,,,
1800.09.08_AberdeenJournal_0001,1800.07.07_PortsmouthTelegraph_0002,,,
1800.09.08_AberdeenJournal_0001,1800.07.12_JacksonsOxfordJournal_0003,,,
1800.09.08_AberdeenJournal_0001,1800.07.24_DerbyMercury_0002,,,
1800.09.08_AberdeenJournal_0001,1800.08.07_DerbyMercury_0003,,,
1800.09.08_AberdeenJournal_0001,1800.08.14_DerbyMercury_0003,,,
1800.09.08_AberdeenJournal_0001,1800.08.21_DerbyMercury_0001,,,
1800.09.08_AberdeenJournal_0001,1800.08.23_JacksonsOxfordJournal_0002,,,
1800.09.08_AberdeenJournal_0001,1800.08.28_DerbyMercury_0003,,,
1800.09.08_AberdeenJournal_0001,1800.09.01_PortsmouthTelegraph_0001,,,
1800.09.08_AberdeenJournal_0001,1800.09.06_JacksonsOxfordJournal_0004,,,
1800.09.08_AberdeenJournal_0001,1800.09.08_PortsmouthTelegraph_0001,,,
1800.09.08_AberdeenJournal_0003,1800.08.30_CaledonianMercury_0003,,,
1800.09.08_AberdeenJournal_0003,1800.08.30_IpswichJournal_0004,,,
1800.09.08_AberdeenJournal_0003,1800.08.30_JacksonsOxfordJournal_0004,,,
1800.09.08_AberdeenJournal_0003,1800.09.01_CaledonianMercury_0003,,,
1800.09.08_AberdeenJournal_0003,1800.09.02_HullPacket_0004,,,
1800.09.08_AberdeenJournal_0003,1800.09.04_CaledonianMercury_0003,,,
1800.09.08_AberdeenJournal_0004,1800.09.04_CaledonianMercury_0003,,,
1800.09.08_CaledonianMercury_0003,1800.08.23_JacksonsOxfordJournal_0002,,,
1800.09.08_PortsmouthTelegraph_0001,1800.08.30_JacksonsOxfordJournal_0002,,,
1800.09.08_PortsmouthTelegraph_0002,1800.09.08_CaledonianMercury_0002,,,
1800.09.08_PortsmouthTelegraph_0003,1800.09.06_CaledonianMercury_0003,,,
1800.09.09_HullPacket_0001,1800.09.08_AberdeenJournal_0004,,,
1800.09.09_HullPacket_0001,1800.09.08_PortsmouthTelegraph_0001,,,
1800.09.09_HullPacket_0004,1800.09.06_JacksonsOxfordJournal_0004,,,
1800.09.09_HullPacket_0004,1800.09.08_CaledonianMercury_0002,,,
1800.09.11_CaledonianMercury_0002,1800.09.08_PortsmouthTelegraph_0002,,,
1800.09.11_DerbyMercury_0002,1800.09.11_CaledonianMercury_0002,,,
1800.09.11_DerbyMercury_0003,1800.06.12_TrewmansExeterFlyingPost_0004,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.03.15_IpswichJournal_0001,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.03.22_JacksonsOxfordJournal_0004,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.04.07_CaledonianMercury_0004,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.04.12_JacksonsOxfordJournal_0004,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.05.15_DerbyMercury_0001,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.06.28_JacksonsOxfordJournal_0004,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.07.03_DerbyMercury_0003,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.07.07_PortsmouthTelegraph_0004,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.07.26_IpswichJournal_0004,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.08.14_DerbyMercury_0003,,,
1800.09.11_TrewmansExeterFlyingPost_0001,1800.08.26_HullPacket_0004,,,
1800.09.11_TrewmansExeterFlyingPost_0002,1800.09.08_PortsmouthTelegraph_0002,,,
1800.09.11_TrewmansExeterFlyingPost_0002,1800.09.11_CaledonianMercury_0002,,,
1800.09.11_TrewmansExeterFlyingPost_0002,1800.09.11_DerbyMercury_0002,,,
1800.09.11_TrewmansExeterFlyingPost_0003,1800.09.11_CaledonianMercury_0002,,,
1800.09.11_TrewmansExeterFlyingPost_0004,1800.08.28_DerbyMercury_0003,,,
1800.09.11_TrewmansExeterFlyingPost_0004,1800.09.08_PortsmouthTelegraph_0001,,,
1800.09.13_IpswichJournal_0001,1800.09.11_CaledonianMercury_0002,,,
1800.09.13_IpswichJournal_0001,1800.09.11_TrewmansExeterFlyingPost_0002,,,
1800.09.13_IpswichJournal_0004,1800.08.14_DerbyMercury_0003,,,
1800.09.13_IpswichJournal_0004,1800.08.14_TrewmansExeterFlyingPost_0004,,,
1800.09.13_IpswichJournal_0004,1800.08.21_DerbyMercury_0003,,,
1800.09.13_IpswichJournal_0004,1800.08.21_TrewmansExeterFlyingPost_0001,,,
1800.09.13_IpswichJournal_0004,1800.08.28_CaledonianMercury_0004,,,
1800.09.13_IpswichJournal_0004,1800.09.04_TrewmansExeterFlyingPost_0004,,,
1800.09.13_IpswichJournal_0004,1800.09.11_TrewmansExeterFlyingPost_0004,,,
1800.09.13_IpswichJournal_0004,1800.09.13_JacksonsOxfordJournal_0004,,,
1800.09.13_JacksonsOxfordJournal_0003,1800.08.14_DerbyMercury_0003,,,
1800.09.13_JacksonsOxfordJournal_0004,1800.09.08_PortsmouthTelegraph_0002,,,
1800.09.13_JacksonsOxfordJournal_0004,1800.09.11_CaledonianMercury_0002,,,
1800.09.13_JacksonsOxfordJournal_0004,1800.09.11_TrewmansExeterFlyingPost_0002,,,
1800.09.15_AberdeenJournal_0003,1800.09.11_CaledonianMercury_0002,,,
1800.09.15_AberdeenJournal_0003,1800.09.11_TrewmansExeterFlyingPost_0002,,,
1800.09.15_PortsmouthTelegraph_0003,1800.09.11_CaledonianMercury_0002,,,
1800.09.15_PortsmouthTelegraph_0004,1800.04.12_JacksonsOxfordJournal_0004,,,
1800.09.15_PortsmouthTelegraph_0004,1800.05.15_DerbyMercury_0001,,,
1800.09.15_PortsmouthTelegraph_0004,1800.06.12_DerbyMercury_0002,,,
1800.09.15_PortsmouthTelegraph_0004,1800.06.19_DerbyMercury_0003,,,
1800.09.15_PortsmouthTelegraph_0004,1800.06.24_HullPacket_0004,,,
1800.09.15_PortsmouthTelegraph_0004,1800.06.28_JacksonsOxfordJournal_0004,,,
1800.09.15_PortsmouthTelegraph_0004,1800.07.03_DerbyMercury_0003,,,
1800.09.15_PortsmouthTelegraph_0004,1800.07.24_DerbyMercury_0002,,,
1800.09.15_PortsmouthTelegraph_0004,1800.07.26_IpswichJournal_0004,,,
1800.09.15_PortsmouthTelegraph_0004,1800.08.07_DerbyMercury_0003,,,
1800.09.15_PortsmouthTelegraph_0004,1800.08.14_DerbyMercury_0003,,,
1800.09.15_PortsmouthTelegraph_0004,1800.08.26_HullPacket_0004,,,
1800.09.16_HullPacket_0001,1800.09.13_CaledonianMercury_0003,,,
1800.09.16_HullPacket_0003,1800.09.11_CaledonianMercury_0002,,,
1800.09.16_HullPacket_0004,1800.09.13_JacksonsOxfordJournal_0004,,,
1800.09.18_CaledonianMercury_0001,1800.09.08_AberdeenJournal_0001,,,
1800.09.18_CaledonianMercury_0002,1800.09.16_HullPacket_0003,,,
1800.09.18_TrewmansExeterFlyingPost_0002,1800.09.13_JacksonsOxfordJournal_0003,,,
1800.09.18_TrewmansExeterFlyingPost_0002,1800.09.18_CaledonianMercury_0002,,,
1800.09.20_JacksonsOxfordJournal_0002,1800.09.11_TrewmansExeterFlyingPost_0001,,,
1800.09.20_JacksonsOxfordJournal_0004,1800.06.10_HullPacket_0004,,,
1800.09.20_JacksonsOxfordJournal_0004,1800.06.26_DerbyMercury_0002,,,
1800.09.20_JacksonsOxfordJournal_0004,1800.08.07_DerbyMercury_0003,,,
1800.09.20_JacksonsOxfordJournal_0004,1800.08.28_DerbyMercury_0003,,,
1800.09.20_JacksonsOxfordJournal_0004,1800.09.02_HullPacket_0004,,,
1800.09.20_JacksonsOxfordJournal_0004,1800.09.16_HullPacket_0003,,,
1800.09.20_JacksonsOxfordJournal_0004,1800.09.18_CaledonianMercury_0002,,,
1800.09.20_JacksonsOxfordJournal_0004,1800.09.18_TrewmansExeterFlyingPost_0002,,,
1800.09.22_AberdeenJournal_0001,1800.09.18_CaledonianMercury_0001,,,
1800.09.22_AberdeenJournal_0002,1800.09.13_CaledonianMercury_0003,,,
1800.09.22_AberdeenJournal_0004,1800.09.20_CaledonianMercury_0002,,,
1800.09.22_AberdeenJournal_0004,1800.09.22_PortsmouthTelegraph_0003,,,
1800.09.22_PortsmouthTelegraph_0002,1800.09.20_CaledonianMercury_0003,,,
1800.09.22_PortsmouthTelegraph_0004,1800.09.13_CaledonianMercury_0002,,,
1800.09.23_HullPacket_0002,1800.09.22_CaledonianMercury_0002,,,
1800.09.23_HullPacket_0004,1800.09.20_CaledonianMercury_0002,,,
1800.09.25_DerbyMercury_0001,1800.03.20_TrewmansExeterFlyingPost_0001,,,
1800.09.25_DerbyMercury_0001,1800.09.20_IpswichJournal_0004,,,
1800.09.25_DerbyMercury_0001,1800.09.20_JacksonsOxfordJournal_0002,,,
1800.09.25_DerbyMercury_0002,1800.09.22_CaledonianMercury_0002,,,
1800.09.25_DerbyMercury_0002,1800.09.22_PortsmouthTelegraph_0002,,,
1800.09.25_DerbyMercury_0003,1800.04.08_HullPacket_0004,,,
1800.09.25_DerbyMercury_0003,1800.05.10_JacksonsOxfordJournal_0002,,,
1800.09.25_DerbyMercury_0003,1800.05.17_JacksonsOxfordJournal_0004,,,
1800.09.25_DerbyMercury_0003,1800.05.22_IpswichJournal_0004,,,
1800.09.25_DerbyMercury_0003,1800.05.26_CaledonianMercury_0001,,,
1800.09.25_DerbyMercury_0003,1800.06.02_CaledonianMercury_0004,,,
1800.09.25_DerbyMercury_0003,1800.06.07_IpswichJournal_0001,,,
1800.09.25_DerbyMercury_0003,1800.06.09_CaledonianMercury_0004,,,
1800.09.25_DerbyMercury_0003,1800.06.09_PortsmouthTelegraph_0001,,,
1800.09.25_DerbyMercury_0003,1800.06.10_HullPacket_0004,,,
1800.09.25_DerbyMercury_0003,1800.06.16_PortsmouthTelegraph_0004,,,
1800.09.25_DerbyMercury_0003,1800.06.23_AberdeenJournal_0003,,,
1800.09.25_DerbyMercury_0003,1800.06.28_IpswichJournal_0004,,,
1800.09.25_DerbyMercury_0003,1800.06.30_PortsmouthTelegraph_0004,,,
1800.09.25_DerbyMercury_0003,1800.07.01_HullPacket_0004,,,
1800.09.25_DerbyMercury_0003,1800.08.02_JacksonsOxfordJournal_0001,,,
1800.09.25_DerbyMercury_0003,1800.08.04_AberdeenJournal_0001,,,
1800.09.25_DerbyMercury_0003,1800.08.04_PortsmouthTelegraph_0004,,,
1800.09.25_DerbyMercury_0003,1800.08.12_HullPacket_0004,,,
1800.09.25_DerbyMercury_0003,1800.09.02_HullPacket_0004,,,
1800.09.25_DerbyMercury_0003,1800.09.20_CaledonianMercury_0003,,,
1800.09.25_DerbyMercury_0003,1800.09.20_JacksonsOxfordJournal_0004,,,
1800.09.25_DerbyMercury_0003,1800.09.22_PortsmouthTelegraph_0002,,,
1800.09.25_TrewmansExeterFlyingPost_0002,1800.09.25_DerbyMercury_0002,,,
1800.09.25_TrewmansExeterFlyingPost_0003,1800.09.25_CaledonianMercury_0003,,,
1800.09.25_TrewmansExeterFlyingPost_0004,1800.08.16_IpswichJournal_0004,,,
1800.09.25_TrewmansExeterFlyingPost_0004,1800.08.21_DerbyMercury_0003,,,
1800.09.25_TrewmansExeterFlyingPost_0004,1800.08.23_IpswichJournal_0004,,,
1800.09.25_TrewmansExeterFlyingPost_0004,1800.08.30_IpswichJournal_0004,,,
1800.09.25_TrewmansExeterFlyingPost_0004,1800.09.06_IpswichJournal_0004,,,
1800.09.25_TrewmansExeterFlyingPost_0004,1800.09.13_IpswichJournal_0004,,,
1800.09.27_IpswichJournal_0004,1800.03.20_TrewmansExeterFlyingPost_0001,,,
1800.09.27_IpswichJournal_0004,1800.09.20_JacksonsOxfordJournal_0002,,,
1800.09.27_IpswichJournal_0004,1800.09.25_DerbyMercury_0001,,,
1800.09.27_JacksonsOxfordJournal_0001,1800.09.25_CaledonianMercury_0003,,,
1800.09.27_JacksonsOxfordJournal_0001,1800.09.25_TrewmansExeterFlyingPost_0003,,,
1800.09.27_JacksonsOxfordJournal_0003,1800.09.25_DerbyMercury_0002,,,
1800.09.27_JacksonsOxfordJournal_0004,1800.09.25_CaledonianMercury_0002,,,
1800.09.29_AberdeenJournal_0002,1800.09.20_CaledonianMercury_0002,,,
1800.09.29_AberdeenJournal_0002,1800.09.23_HullPacket_0004,,,
1800.09.29_AberdeenJournal_0004,1800.09.29_PortsmouthTelegraph_0004,,,
1800.09.29_CaledonianMercury_0001,1800.07.12_JacksonsOxfordJournal_0003,,,
1800.09.29_CaledonianMercury_0001,1800.07.15_HullPacket_0002,,,
1800.09.29_CaledonianMercury_0001,1800.09.06_JacksonsOxfordJournal_0004,,,
1800.09.29_CaledonianMercury_0001,1800.09.08_AberdeenJournal_0001,,,
1800.09.29_CaledonianMercury_0004,1800.09.16_HullPacket_0004,,,
1800.09.29_PortsmouthTelegraph_0004,1800.06.12_DerbyMercury_0002,,,
1800.09.29_PortsmouthTelegraph_0004,1800.06.16_AberdeenJournal_0003,,,
1800.09.29_PortsmouthTelegraph_0004,1800.06.19_DerbyMercury_0003,,,
1800.09.29_PortsmouthTelegraph_0004,1800.06.24_HullPacket_0004,,,
1800.09.29_PortsmouthTelegraph_0004,1800.06.28_JacksonsOxfordJournal_0004,,,
1800.09.29_PortsmouthTelegraph_0004,1800.06.30_AberdeenJournal_0003,,,
1800.09.29_PortsmouthTelegraph_0004,1800.08.14_DerbyMercury_0003,,,
1800.09.29_PortsmouthTelegraph_0004,1800.09.08_AberdeenJournal_0001,,,
1800.09.29_PortsmouthTelegraph_0004,1800.09.25_CaledonianMercury_0002,,,
1800.09.29_PortsmouthTelegraph_0004,1800.09.25_CaledonianMercury_0003,,,
1800.09.29_PortsmouthTelegraph_0004,1800.09.25_TrewmansExeterFlyingPost_0003,,,
1800.09.29_PortsmouthTelegraph_0004,1800.09.27_JacksonsOxfordJournal_0001,,,
1800.09.30_HullPacket_0001,1800.09.25_CaledonianMercury_0003,,,
1800.09.30_HullPacket_0001,1800.09.25_DerbyMercury_0003,,,
1800.09.30_HullPacket_0001,1800.09.25_TrewmansExeterFlyingPost_0001,,,
1800.09.30_HullPacket_0001,1800.09.25_TrewmansExeterFlyingPost_0003,,,
1800.09.30_HullPacket_0001,1800.09.27_JacksonsOxfordJournal_0001,,,
1800.09.30_HullPacket_0001,1800.09.29_AberdeenJournal_0004,,,
1800.09.30_HullPacket_0001,1800.09.29_PortsmouthTelegraph_0004,,,
1800.09.30_HullPacket_0003,1800.09.29_PortsmouthTelegraph_0002,,,
1800.10.02_DerbyMercury_0002,1800.10.02_CaledonianMercury_0002,,,
1800.10.02_DerbyMercury_0003,1800.09.23_HullPacket_0004,,,
1800.10.02_TrewmansExeterFlyingPost_0004,1800.08.30_IpswichJournal_0004,,,
1800.10.04_JacksonsOxfordJournal_0001,1800.07.05_IpswichJournal_0004,,,
1800.10.06_AberdeenJournal_0003,1800.09.27_CaledonianMercury_0003,,,
1800.10.06_AberdeenJournal_0003,1800.09.29_CaledonianMercury_0003,,,
1800.10.06_AberdeenJournal_0003,1800.09.29_CaledonianMercury_0004,,,
1800.10.07_HullPacket_0001,1800.09.20_IpswichJournal_0004,,,
1800.10.07_HullPacket_0001,1800.10.04_JacksonsOxfordJournal_0001,,,
1800.10.07_HullPacket_0003,1800.10.06_PortsmouthTelegraph_0003,,,
1800.10.07_HullPacket_0004,1800.05.15_DerbyMercury_0001,,,
1800.10.07_HullPacket_0004,1800.05.15_DerbyMercury_0004,,,
1800.10.07_HullPacket_0004,1800.06.19_DerbyMercury_0003,,,
1800.10.07_HullPacket_0004,1800.07.03_DerbyMercury_0003,,,
1800.10.07_HullPacket_0004,1800.07.10_TrewmansExeterFlyingPost_0004,,,
1800.10.07_HullPacket_0004,1800.08.07_DerbyMercury_0003,,,
1800.10.07_HullPacket_0004,1800.08.14_DerbyMercury_0003,,,
1800.10.07_HullPacket_0004,1800.10.02_CaledonianMercury_0002,,,
1800.10.09_DerbyMercury_0002,1800.10.09_CaledonianMercury_0002,,,
1800.10.09_DerbyMercury_0003,1800.10.04_JacksonsOxfordJournal_0002,,,
1800.10.09_DerbyMercury_0003,1800.10.09_CaledonianMercury_0004,,,
1800.10.09_TrewmansExeterFlyingPost_0002,1800.10.07_HullPacket_0003,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.05.10_JacksonsOxfordJournal_0002,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.06.10_HullPacket_0004,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.06.12_DerbyMercury_0002,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.06.19_DerbyMercury_0003,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.06.26_DerbyMercury_0002,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.06.28_IpswichJournal_0004,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.08.02_JacksonsOxfordJournal_0001,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.08.07_DerbyMercury_0003,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.08.28_DerbyMercury_0003,,,
1800.10.09_TrewmansExeterFlyingPost_0004,1800.09.25_DerbyMercury_0003,,,
1800.10.11_JacksonsOxfordJournal_0001,1800.09.25_DerbyMercury_0003,,,
1800.10.11_JacksonsOxfordJournal_0004,1800.10.09_CaledonianMercury_0002,,,
1800.10.11_JacksonsOxfordJournal_0004,1800.10.09_DerbyMercury_0002,,,
1800.10.13_AberdeenJournal_0002,1800.10.02_CaledonianMercury_0002,,,
1800.10.13_AberdeenJournal_0002,1800.10.02_DerbyMercury_0002,,,
1800.10.13_AberdeenJournal_0002,1800.10.06_CaledonianMercury_0002,,,
1800.10.13_AberdeenJournal_0002,1800.10.07_HullPacket_0004,,,
1800.10.13_AberdeenJournal_0003,1800.10.02_CaledonianMercury_0003,,,
1800.10.13_PortsmouthTelegraph_0002,1800.08.14_DerbyMercury_0003,,,
1800.10.14_HullPacket_0001,1800.10.11_JacksonsOxfordJournal_0001,,,
1800.10.14_HullPacket_0004,1800.05.10_JacksonsOxfordJournal_0002,,,
1800.10.14_HullPacket_0004,1800.06.26_DerbyMercury_0002,,,
1800.10.14_HullPacket_0004,1800.08.07_DerbyMercury_0003,,,
1800.10.14_HullPacket_0004,1800.08.28_DerbyMercury_0003,,,
1800.10.14_HullPacket_0004,1800.10.09_CaledonianMercury_0004,,,
1800.10.14_HullPacket_0004,1800.10.09_DerbyMercury_0003,,,
1800.10.14_HullPacket_0004,1800.10.11_JacksonsOxfordJournal_0002,,,
1800.10.16_CaledonianMercury_0002,1800.10.14_HullPacket_0003,,,
1800.10.16_DerbyMercury_0002,1800.10.16_CaledonianMercury_0002,,,
1800.10.16_DerbyMercury_0003,1800.09.23_HullPacket_0004,,,
1800.10.16_TrewmansExeterFlyingPost_0002,1800.10.16_CaledonianMercury_0002,,,
1800.10.16_TrewmansExeterFlyingPost_0003,1800.10.16_CaledonianMercury_0003,,,
1800.10.16_TrewmansExeterFlyingPost_0004,1800.09.27_JacksonsOxfordJournal_0001,,,
1800.10.16_TrewmansExeterFlyingPost_0004,1800.10.07_HullPacket_0004,,,
1800.10.16_TrewmansExeterFlyingPost_0004,1800.10.13_CaledonianMercury_0002,,,
1800.10.16_TrewmansExeterFlyingPost_0004,1800.10.14_HullPacket_0002,,,
1800.10.16_TrewmansExeterFlyingPost_0004,1800.10.14_HullPacket_0004,,,
1800.10.16_TrewmansExeterFlyingPost_0004,1800.10.16_DerbyMercury_0001,,,
1800.10.18_IpswichJournal_0004,1800.10.14_HullPacket_0004,,,
1800.10.18_IpswichJournal_0004,1800.10.16_TrewmansExeterFlyingPost_0004,,,
1800.10.18_JacksonsOxfordJournal_0004,1800.10.16_CaledonianMercury_0002,,,
1800.10.18_JacksonsOxfordJournal_0004,1800.10.16_DerbyMercury_0002,,,
1800.10.18_JacksonsOxfordJournal_0004,1800.10.18_CaledonianMercury_0002,,,
1800.10.20_AberdeenJournal_0002,1800.10.11_CaledonianMercury_0002,,,
1800.10.20_AberdeenJournal_0003,1800.10.11_JacksonsOxfordJournal_0002,,,
1800.10.20_CaledonianMercury_0003,1800.10.18_JacksonsOxfordJournal_0002,,,
1800.10.20_PortsmouthTelegraph_0004,1800.10.18_CaledonianMercury_0002,,,
1800.10.21_HullPacket_0001,1800.10.18_JacksonsOxfordJournal_0002,,,
1800.10.21_HullPacket_0004,1800.05.03_JacksonsOxfordJournal_0004,,,
1800.10.21_HullPacket_0004,1800.06.12_TrewmansExeterFlyingPost_0004,,,
1800.10.21_HullPacket_0004,1800.06.14_JacksonsOxfordJournal_0001,,,
1800.10.21_HullPacket_0004,1800.08.21_DerbyMercury_0003,,,
1800.10.21_HullPacket_0004,1800.09.06_JacksonsOxfordJournal_0004,,,
1800.10.21_HullPacket_0004,1800.09.11_TrewmansExeterFlyingPost_0001,,,
1800.10.21_HullPacket_0004,1800.10.18_CaledonianMercury_0003,,,
1800.10.21_HullPacket_0004,1800.10.18_JacksonsOxfordJournal_0002,,,
1800.10.23_CaledonianMercury_0002,1800.10.21_HullPacket_0003,,,
1800.10.23_TrewmansExeterFlyingPost_0004,1800.09.13_IpswichJournal_0004,,,
1800.10.23_TrewmansExeterFlyingPost_0004,1800.10.18_JacksonsOxfordJournal_0002,,,
1800.10.25_IpswichJournal_0001,1800.10.16_TrewmansExeterFlyingPost_0004,,,
1800.10.25_JacksonsOxfordJournal_0001,1800.10.14_HullPacket_0004,,,
1800.10.25_JacksonsOxfordJournal_0001,1800.10.16_TrewmansExeterFlyingPost_0004,,,
1800.10.25_JacksonsOxfordJournal_0001,1800.10.18_IpswichJournal_0004,,,
1800.10.25_JacksonsOxfordJournal_0004,1800.09.25_DerbyMercury_0003,,,
1800.10.25_JacksonsOxfordJournal_0004,1800.10.16_TrewmansExeterFlyingPost_0004,,,
1800.10.25_JacksonsOxfordJournal_0004,1800.10.23_CaledonianMercury_0002,,,
1800.10.25_JacksonsOxfordJournal_0004,1800.10.23_TrewmansExeterFlyingPost_0004,,,
1800.10.27_AberdeenJournal_0001,1800.10.23_CaledonianMercury_0001,,,
1800.10.27_AberdeenJournal_0003,1800.10.16_CaledonianMercury_0002,,,
1800.10.27_AberdeenJournal_0003,1800.10.20_CaledonianMercury_0002,,,
1800.10.27_AberdeenJournal_0003,1800.10.20_CaledonianMercury_0003,,,
1800.10.27_AberdeenJournal_0003,1800.10.23_CaledonianMercury_0003,,,
1800.10.27_PortsmouthTelegraph_0003,1800.10.27_CaledonianMercury_0002,,,
1800.10.27_PortsmouthTelegraph_0004,1800.10.25_CaledonianMercury_0003,,,
1800.10.28_HullPacket_0001,1800.06.05_DerbyMercury_0004,,,
1800.10.28_HullPacket_0001,1800.10.23_CaledonianMercury_0002,,,
1800.10.28_HullPacket_0001,1800.10.25_JacksonsOxfordJournal_0001,,,
1800.10.28_HullPacket_0001,1800.10.25_JacksonsOxfordJournal_0002,,,
1800.10.28_HullPacket_0002,1800.10.16_TrewmansExeterFlyingPost_0004,,,
1800.10.28_HullPacket_0002,1800.10.25_JacksonsOxfordJournal_0001,,,
1800.10.28_HullPacket_0002,1800.10.25_JacksonsOxfordJournal_0002,,,
1800.10.28_HullPacket_0003,1800.10.25_JacksonsOxfordJournal_0002,,,
1800.10.28_HullPacket_0004,1800.04.12_JacksonsOxfordJournal_0004,,,
1800.10.28_HullPacket_0004,1800.05.15_DerbyMercury_0001,,,
1800.10.28_HullPacket_0004,1800.07.03_DerbyMercury_0003,,,
1800.10.28_HullPacket_0004,1800.07.07_PortsmouthTelegraph_0004,,,
1800.10.28_HullPacket_0004,1800.07.26_IpswichJournal_0004,,,
1800.10.28_HullPacket_0004,1800.08.14_DerbyMercury_0003,,,
1800.10.28_HullPacket_0004,1800.09.11_TrewmansExeterFlyingPost_0001,,,
1800.10.28_HullPacket_0004,1800.10.20_CaledonianMercury_0004,,,
1800.10.28_HullPacket_0004,1800.10.27_PortsmouthTelegraph_0003,,,
1800.10.30_CaledonianMercury_0001,1800.05.26_PortsmouthTelegraph_0001,,,
1800.10.30_CaledonianMercury_0001,1800.06.16_PortsmouthTelegraph_0002,,,
1800.10.30_CaledonianMercury_0003,1800.10.27_AberdeenJournal_0004,,,
1800.10.30_DerbyMercury_0003,1800.10.27_CaledonianMercury_0002,,,
1800.10.30_DerbyMercury_0004,1800.05.10_IpswichJournal_0001,,,
1800.10.30_TrewmansExeterFlyingPost_0002,1800.10.30_CaledonianMercury_0002,,,
1800.10.30_TrewmansExeterFlyingPost_0003,1800.10.30_CaledonianMercury_0002,,,
1800.10.30_TrewmansExeterFlyingPost_0004,1800.10.11_JacksonsOxfordJournal_0002,,,
1800.10.30_TrewmansExeterFlyingPost_0004,1800.10.14_HullPacket_0004,,,
1800.10.30_TrewmansExeterFlyingPost_0004,1800.10.18_IpswichJournal_0004,,,
1800.10.30_TrewmansExeterFlyingPost_0004,1800.10.25_JacksonsOxfordJournal_0001,,,
1800.10.30_TrewmansExeterFlyingPost_0004,1800.10.27_CaledonianMercury_0002,,,
1800.10.30_TrewmansExeterFlyingPost_0004,1800.10.27_PortsmouthTelegraph_0003,,,
1800.10.30_TrewmansExeterFlyingPost_0004,1800.10.28_HullPacket_0002,,,
1800.10.30_TrewmansExeterFlyingPost_0004,1800.10.30_DerbyMercury_0003,,,
1800.11.01_IpswichJournal_0001,1800.10.30_TrewmansExeterFlyingPost_0004,,,
1800.11.01_IpswichJournal_0001,1800.11.01_JacksonsOxfordJournal_0004,,,
1800.11.01_JacksonsOxfordJournal_0001,1800.10.16_TrewmansExeterFlyingPost_0004,,,
1800.11.01_JacksonsOxfordJournal_0001,1800.10.30_CaledonianMercury_0002,,,
1800.11.01_JacksonsOxfordJournal_0001,1800.10.30_TrewmansExeterFlyingPost_0003,,,
1800.11.01_JacksonsOxfordJournal_0002,1800.11.01_CaledonianMercury_0002,,,
1800.11.01_JacksonsOxfordJournal_0004,1800.10.27_CaledonianMercury_0002,,,
