Match A,Match B,Type,Topic,Meme
1800.03.17_AberdeenJournal_0002,1800.03.08_CaledonianMercury_0002,,,
1800.03.17_AberdeenJournal_0002,1800.03.08_IpswichJournal_0002,,,
1800.03.17_AberdeenJournal_0002,1800.03.08_JacksonsOxfordJournal_0002,,,
1800.03.17_AberdeenJournal_0002,1800.03.10_CaledonianMercury_0002,,,
1800.03.17_AberdeenJournal_0002,1800.03.10_CaledonianMercury_0003,,,
1800.03.17_AberdeenJournal_0002,1800.03.10_PortsmouthTelegraph_0004,,,
1800.03.17_AberdeenJournal_0002,1800.03.11_HullPacket_0004,,,
1800.03.17_AberdeenJournal_0002,1800.03.13_DerbyMercury_0002,,,
1800.03.17_AberdeenJournal_0002,1800.03.13_TrewmansExeterFlyingPost_0001,,,
1800.03.17_AberdeenJournal_0003,1800.03.08_IpswichJournal_0002,,,
1800.03.17_AberdeenJournal_0003,1800.03.08_JacksonsOxfordJournal_0003,,,
1800.03.17_AberdeenJournal_0003,1800.03.10_CaledonianMercury_0003,,,
1800.03.17_AberdeenJournal_0003,1800.03.13_CaledonianMercury_0003,,,
1800.03.17_AberdeenJournal_0004,1800.03.13_CaledonianMercury_0002,,,
1800.03.17_AberdeenJournal_0004,1800.03.13_TrewmansExeterFlyingPost_0003,,,
1800.03.17_AberdeenJournal_0004,1800.03.15_CaledonianMercury_0002,,,
1800.03.17_PortsmouthTelegraph_0004,1800.03.13_DerbyMercury_0004,,,
1800.03.17_PortsmouthTelegraph_0004,1800.03.15_CaledonianMercury_0002,,,
1800.03.17_PortsmouthTelegraph_0004,1800.03.15_JacksonsOxfordJournal_0002,,,
1800.03.18_HullPacket_0001,1800.03.13_DerbyMercury_0004,,,
1800.03.18_HullPacket_0001,1800.03.15_CaledonianMercury_0002,,,
1800.03.18_HullPacket_0001,1800.03.15_JacksonsOxfordJournal_0002,,,
1800.03.18_HullPacket_0001,1800.03.17_PortsmouthTelegraph_0004,,,
1800.03.18_HullPacket_0004,1800.03.13_CaledonianMercury_0002,,,
1800.03.18_HullPacket_0004,1800.03.15_IpswichJournal_0004,,,
1800.03.18_HullPacket_0004,1800.03.17_PortsmouthTelegraph_0002,,,
1800.03.20_CaledonianMercury_0003,1800.03.18_HullPacket_0003,,,
1800.03.20_DerbyMercury_0001,1800.03.17_CaledonianMercury_0002,,,
1800.03.20_DerbyMercury_0002,1800.03.20_CaledonianMercury_0002,,,
1800.03.20_DerbyMercury_0003,1800.01.07_HullPacket_0001,,,
1800.03.20_DerbyMercury_0003,1800.01.11_JacksonsOxfordJournal_0001,,,
1800.03.20_DerbyMercury_0003,1800.01.14_HullPacket_0004,,,
1800.03.20_DerbyMercury_0003,1800.01.28_HullPacket_0004,,,
1800.03.20_DerbyMercury_0003,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.03.20_DerbyMercury_0003,1800.02.17_AberdeenJournal_0001,,,
1800.03.20_DerbyMercury_0004,1800.03.15_IpswichJournal_0002,,,
1800.03.20_DerbyMercury_0004,1800.03.18_HullPacket_0003,,,
1800.03.20_DerbyMercury_0004,1800.03.20_CaledonianMercury_0003,,,
1800.03.20_TrewmansExeterFlyingPost_0001,1800.03.20_DerbyMercury_0002,,,
1800.03.20_TrewmansExeterFlyingPost_0003,1800.03.20_DerbyMercury_0002,,,
1800.03.20_TrewmansExeterFlyingPost_0004,1800.03.15_JacksonsOxfordJournal_0003,,,
1800.03.22_IpswichJournal_0001,1800.03.13_DerbyMercury_0001,,,
1800.03.22_IpswichJournal_0002,1800.03.18_HullPacket_0003,,,
1800.03.22_IpswichJournal_0002,1800.03.22_JacksonsOxfordJournal_0002,,,
1800.03.22_IpswichJournal_0004,1800.03.15_JacksonsOxfordJournal_0003,,,
1800.03.22_IpswichJournal_0004,1800.03.20_CaledonianMercury_0003,,,
1800.03.22_IpswichJournal_0004,1800.03.22_CaledonianMercury_0002,,,
1800.03.22_JacksonsOxfordJournal_0002,1800.03.22_CaledonianMercury_0003,,,
1800.03.24_AberdeenJournal_0002,1800.03.13_DerbyMercury_0004,,,
1800.03.24_AberdeenJournal_0002,1800.03.15_CaledonianMercury_0002,,,
1800.03.24_AberdeenJournal_0002,1800.03.15_JacksonsOxfordJournal_0002,,,
1800.03.24_AberdeenJournal_0002,1800.03.17_CaledonianMercury_0002,,,
1800.03.24_AberdeenJournal_0002,1800.03.17_PortsmouthTelegraph_0004,,,
1800.03.24_AberdeenJournal_0002,1800.03.18_HullPacket_0001,,,
1800.03.24_AberdeenJournal_0003,1800.03.20_CaledonianMercury_0003,,,
1800.03.24_PortsmouthTelegraph_0004,1800.03.22_CaledonianMercury_0003,,,
1800.03.25_HullPacket_0001,1800.01.18_JacksonsOxfordJournal_0002,,,
1800.03.25_HullPacket_0001,1800.03.13_DerbyMercury_0002,,,
1800.03.25_HullPacket_0001,1800.03.20_DerbyMercury_0003,,,
1800.03.25_HullPacket_0001,1800.03.22_CaledonianMercury_0003,,,
1800.03.25_HullPacket_0002,1800.03.24_CaledonianMercury_0002,,,
1800.03.25_HullPacket_0004,1800.03.20_DerbyMercury_0004,,,
1800.03.25_HullPacket_0004,1800.03.22_CaledonianMercury_0003,,,
1800.03.25_HullPacket_0004,1800.03.22_JacksonsOxfordJournal_0002,,,
1800.03.25_HullPacket_0004,1800.03.24_PortsmouthTelegraph_0004,,,
1800.03.27_CaledonianMercury_0003,1800.03.25_HullPacket_0003,,,
1800.03.27_DerbyMercury_0001,1800.03.22_JacksonsOxfordJournal_0002,,,
1800.03.27_DerbyMercury_0001,1800.03.24_PortsmouthTelegraph_0004,,,
1800.03.27_DerbyMercury_0001,1800.03.25_HullPacket_0001,,,
1800.03.27_DerbyMercury_0002,1800.03.24_CaledonianMercury_0002,,,
1800.03.27_DerbyMercury_0003,1800.03.25_HullPacket_0002,,,
1800.03.27_TrewmansExeterFlyingPost_0001,1800.03.22_CaledonianMercury_0001,,,
1800.03.29_CaledonianMercury_0002,1800.03.27_TrewmansExeterFlyingPost_0003,,,
1800.03.29_IpswichJournal_0001,1800.03.22_CaledonianMercury_0001,,,
1800.03.29_IpswichJournal_0001,1800.03.27_TrewmansExeterFlyingPost_0001,,,
1800.03.29_IpswichJournal_0002,1800.03.29_JacksonsOxfordJournal_0002,,,
1800.03.29_IpswichJournal_0004,1800.01.11_JacksonsOxfordJournal_0001,,,
1800.03.29_IpswichJournal_0004,1800.01.14_HullPacket_0004,,,
1800.03.29_IpswichJournal_0004,1800.01.20_CaledonianMercury_0001,,,
1800.03.29_IpswichJournal_0004,1800.01.28_HullPacket_0004,,,
1800.03.29_IpswichJournal_0004,1800.02.01_CaledonianMercury_0004,,,
1800.03.29_IpswichJournal_0004,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.03.29_IpswichJournal_0004,1800.02.17_AberdeenJournal_0001,,,
1800.03.29_IpswichJournal_0004,1800.03.20_DerbyMercury_0003,,,
1800.03.29_IpswichJournal_0004,1800.03.29_JacksonsOxfordJournal_0001,,,
1800.03.29_JacksonsOxfordJournal_0001,1800.03.20_TrewmansExeterFlyingPost_0001,,,
1800.03.29_JacksonsOxfordJournal_0002,1800.03.29_CaledonianMercury_0002,,,
1800.03.29_JacksonsOxfordJournal_0003,1800.03.27_DerbyMercury_0004,,,
1800.03.29_JacksonsOxfordJournal_0004,1800.03.27_DerbyMercury_0002,,,
1800.03.31_AberdeenJournal_0001,1800.01.11_JacksonsOxfordJournal_0001,,,
1800.03.31_AberdeenJournal_0001,1800.01.14_HullPacket_0004,,,
1800.03.31_AberdeenJournal_0001,1800.01.20_CaledonianMercury_0001,,,
1800.03.31_AberdeenJournal_0001,1800.01.28_HullPacket_0004,,,
1800.03.31_AberdeenJournal_0001,1800.02.01_CaledonianMercury_0004,,,
1800.03.31_AberdeenJournal_0001,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.03.31_AberdeenJournal_0001,1800.03.20_DerbyMercury_0003,,,
1800.03.31_AberdeenJournal_0001,1800.03.22_CaledonianMercury_0001,,,
1800.03.31_AberdeenJournal_0001,1800.03.25_HullPacket_0001,,,
1800.03.31_AberdeenJournal_0001,1800.03.27_TrewmansExeterFlyingPost_0001,,,
1800.03.31_AberdeenJournal_0001,1800.03.29_IpswichJournal_0001,,,
1800.03.31_AberdeenJournal_0001,1800.03.29_IpswichJournal_0004,,,
1800.03.31_AberdeenJournal_0002,1800.03.22_CaledonianMercury_0002,,,
1800.03.31_AberdeenJournal_0002,1800.03.22_CaledonianMercury_0003,,,
1800.03.31_AberdeenJournal_0002,1800.03.22_JacksonsOxfordJournal_0001,,,
1800.03.31_AberdeenJournal_0002,1800.03.22_JacksonsOxfordJournal_0002,,,
1800.03.31_AberdeenJournal_0002,1800.03.24_PortsmouthTelegraph_0004,,,
1800.03.31_AberdeenJournal_0002,1800.03.25_HullPacket_0004,,,
1800.03.31_AberdeenJournal_0002,1800.03.27_DerbyMercury_0003,,,
1800.03.31_AberdeenJournal_0003,1800.03.24_CaledonianMercury_0002,,,
1800.03.31_AberdeenJournal_0004,1800.03.27_TrewmansExeterFlyingPost_0003,,,
1800.03.31_AberdeenJournal_0004,1800.03.29_IpswichJournal_0004,,,
1800.03.31_AberdeenJournal_0004,1800.03.29_JacksonsOxfordJournal_0001,,,
1800.03.31_PortsmouthTelegraph_0001,1800.01.06_CaledonianMercury_0001,,,
1800.03.31_PortsmouthTelegraph_0004,1800.03.29_CaledonianMercury_0002,,,
1800.03.31_PortsmouthTelegraph_0004,1800.03.29_JacksonsOxfordJournal_0002,,,
1800.04.01_HullPacket_0001,1800.03.29_IpswichJournal_0004,,,
1800.04.01_HullPacket_0001,1800.03.29_JacksonsOxfordJournal_0001,,,
1800.04.01_HullPacket_0001,1800.03.31_AberdeenJournal_0004,,,
1800.04.01_HullPacket_0004,1800.03.17_CaledonianMercury_0003,,,
1800.04.01_HullPacket_0004,1800.03.27_TrewmansExeterFlyingPost_0003,,,
1800.04.01_HullPacket_0004,1800.03.29_CaledonianMercury_0002,,,
1800.04.01_HullPacket_0004,1800.03.29_JacksonsOxfordJournal_0002,,,
1800.04.01_HullPacket_0004,1800.03.31_PortsmouthTelegraph_0004,,,
1800.04.03_CaledonianMercury_0002,1800.03.31_PortsmouthTelegraph_0003,,,
1800.04.03_CaledonianMercury_0002,1800.04.01_HullPacket_0002,,,
1800.04.03_CaledonianMercury_0002,1800.04.01_HullPacket_0003,,,
1800.04.03_DerbyMercury_0002,1800.01.07_HullPacket_0001,,,
1800.04.03_DerbyMercury_0002,1800.03.31_PortsmouthTelegraph_0003,,,
1800.04.03_DerbyMercury_0002,1800.04.01_HullPacket_0002,,,
1800.04.03_DerbyMercury_0002,1800.04.01_HullPacket_0003,,,
1800.04.03_DerbyMercury_0002,1800.04.03_CaledonianMercury_0002,,,
1800.04.03_DerbyMercury_0003,1800.01.11_JacksonsOxfordJournal_0001,,,
1800.04.03_DerbyMercury_0003,1800.01.28_HullPacket_0004,,,
1800.04.03_DerbyMercury_0003,1800.02.11_HullPacket_0004,,,
1800.04.03_DerbyMercury_0003,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.04.03_DerbyMercury_0003,1800.03.29_IpswichJournal_0004,,,
1800.04.03_DerbyMercury_0003,1800.03.29_JacksonsOxfordJournal_0003,,,
1800.04.03_DerbyMercury_0003,1800.03.31_AberdeenJournal_0001,,,
1800.04.03_DerbyMercury_0003,1800.04.01_HullPacket_0004,,,
1800.04.03_TrewmansExeterFlyingPost_0003,1800.04.03_CaledonianMercury_0002,,,
1800.04.03_TrewmansExeterFlyingPost_0004,1800.04.01_HullPacket_0002,,,
1800.04.03_TrewmansExeterFlyingPost_0004,1800.04.01_HullPacket_0003,,,
1800.04.03_TrewmansExeterFlyingPost_0004,1800.04.03_CaledonianMercury_0002,,,
1800.04.03_TrewmansExeterFlyingPost_0004,1800.04.03_DerbyMercury_0002,,,
1800.04.05_IpswichJournal_0001,1800.04.03_DerbyMercury_0003,,,
1800.04.05_IpswichJournal_0004,1800.04.01_HullPacket_0002,,,
1800.04.05_IpswichJournal_0004,1800.04.01_HullPacket_0003,,,
1800.04.05_IpswichJournal_0004,1800.04.03_CaledonianMercury_0002,,,
1800.04.05_IpswichJournal_0004,1800.04.03_DerbyMercury_0002,,,
1800.04.05_IpswichJournal_0004,1800.04.03_TrewmansExeterFlyingPost_0003,,,
1800.04.05_IpswichJournal_0004,1800.04.03_TrewmansExeterFlyingPost_0004,,,
1800.04.05_IpswichJournal_0004,1800.04.05_JacksonsOxfordJournal_0004,,,
1800.04.05_JacksonsOxfordJournal_0001,1800.04.03_TrewmansExeterFlyingPost_0003,,,
1800.04.05_JacksonsOxfordJournal_0001,1800.04.05_CaledonianMercury_0002,,,
1800.04.05_JacksonsOxfordJournal_0004,1800.03.31_PortsmouthTelegraph_0003,,,
1800.04.05_JacksonsOxfordJournal_0004,1800.04.01_HullPacket_0002,,,
1800.04.05_JacksonsOxfordJournal_0004,1800.04.01_HullPacket_0003,,,
1800.04.05_JacksonsOxfordJournal_0004,1800.04.03_CaledonianMercury_0002,,,
1800.04.05_JacksonsOxfordJournal_0004,1800.04.03_DerbyMercury_0002,,,
1800.04.05_JacksonsOxfordJournal_0004,1800.04.03_TrewmansExeterFlyingPost_0004,,,
1800.04.07_AberdeenJournal_0001,1800.02.06_CaledonianMercury_0004,,,
1800.04.07_AberdeenJournal_0001,1800.03.13_CaledonianMercury_0004,,,
1800.04.07_AberdeenJournal_0001,1800.03.27_CaledonianMercury_0004,,,
1800.04.07_AberdeenJournal_0001,1800.04.03_CaledonianMercury_0001,,,
1800.04.07_AberdeenJournal_0001,1800.04.03_CaledonianMercury_0004,,,
1800.04.07_AberdeenJournal_0001,1800.04.05_CaledonianMercury_0001,,,
1800.04.07_AberdeenJournal_0001,1800.04.07_CaledonianMercury_0001,,,
1800.04.07_AberdeenJournal_0002,1800.03.27_CaledonianMercury_0002,,,
1800.04.07_AberdeenJournal_0002,1800.03.29_CaledonianMercury_0002,,,
1800.04.07_AberdeenJournal_0002,1800.03.29_CaledonianMercury_0003,,,
1800.04.07_AberdeenJournal_0002,1800.03.29_JacksonsOxfordJournal_0002,,,
1800.04.07_AberdeenJournal_0002,1800.03.29_JacksonsOxfordJournal_0004,,,
1800.04.07_AberdeenJournal_0002,1800.04.01_HullPacket_0004,,,
1800.04.07_AberdeenJournal_0002,1800.04.03_TrewmansExeterFlyingPost_0004,,,
1800.04.07_AberdeenJournal_0003,1800.03.31_PortsmouthTelegraph_0003,,,
1800.04.07_AberdeenJournal_0003,1800.04.01_HullPacket_0002,,,
1800.04.07_AberdeenJournal_0003,1800.04.01_HullPacket_0003,,,
1800.04.07_AberdeenJournal_0003,1800.04.03_CaledonianMercury_0002,,,
1800.04.07_AberdeenJournal_0003,1800.04.03_DerbyMercury_0002,,,
1800.04.07_AberdeenJournal_0003,1800.04.03_TrewmansExeterFlyingPost_0004,,,
1800.04.07_AberdeenJournal_0003,1800.04.05_IpswichJournal_0004,,,
1800.04.07_AberdeenJournal_0003,1800.04.05_JacksonsOxfordJournal_0004,,,
1800.04.07_AberdeenJournal_0003,1800.04.07_CaledonianMercury_0004,,,
1800.04.07_AberdeenJournal_0004,1800.04.03_CaledonianMercury_0003,,,
1800.04.07_CaledonianMercury_0002,1800.04.05_JacksonsOxfordJournal_0002,,,
1800.04.07_CaledonianMercury_0004,1800.01.02_DerbyMercury_0003,,,
1800.04.07_CaledonianMercury_0004,1800.02.11_HullPacket_0004,,,
1800.04.07_CaledonianMercury_0004,1800.02.22_IpswichJournal_0004,,,
1800.04.07_CaledonianMercury_0004,1800.03.15_IpswichJournal_0001,,,
1800.04.07_PortsmouthTelegraph_0002,1800.04.05_JacksonsOxfordJournal_0002,,,
1800.04.07_PortsmouthTelegraph_0002,1800.04.07_CaledonianMercury_0002,,,
1800.04.07_PortsmouthTelegraph_0004,1800.01.23_DerbyMercury_0003,,,
1800.04.07_PortsmouthTelegraph_0004,1800.03.13_DerbyMercury_0003,,,
1800.04.07_PortsmouthTelegraph_0004,1800.03.20_DerbyMercury_0003,,,
1800.04.07_PortsmouthTelegraph_0004,1800.04.03_DerbyMercury_0002,,,
1800.04.08_HullPacket_0001,1800.02.10_AberdeenJournal_0003,Advert,Patent Medicine,
1800.04.08_HullPacket_0002,1800.03.27_DerbyMercury_0004,,,
1800.04.08_HullPacket_0002,1800.04.03_DerbyMercury_0003,,,
1800.04.08_HullPacket_0003,1800.04.03_CaledonianMercury_0003,,,
1800.04.08_HullPacket_0003,1800.04.07_PortsmouthTelegraph_0003,,,
1800.04.08_HullPacket_0004,1800.01.11_JacksonsOxfordJournal_0001,,,
1800.04.08_HullPacket_0004,1800.01.20_CaledonianMercury_0001,,,
1800.04.08_HullPacket_0004,1800.02.01_CaledonianMercury_0004,,,
1800.04.08_HullPacket_0004,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.04.08_HullPacket_0004,1800.02.17_AberdeenJournal_0001,,,
1800.04.08_HullPacket_0004,1800.03.20_DerbyMercury_0003,,,
1800.04.08_HullPacket_0004,1800.03.29_IpswichJournal_0004,,,
1800.04.08_HullPacket_0004,1800.03.31_AberdeenJournal_0001,,,
1800.04.08_HullPacket_0004,1800.04.03_CaledonianMercury_0002,,,
1800.04.08_HullPacket_0004,1800.04.03_DerbyMercury_0003,,,
1800.04.08_HullPacket_0004,1800.04.03_TrewmansExeterFlyingPost_0003,,,
1800.04.08_HullPacket_0004,1800.04.05_IpswichJournal_0001,,,
1800.04.08_HullPacket_0004,1800.04.05_JacksonsOxfordJournal_0004,,,
1800.04.10_CaledonianMercury_0002,1800.04.03_TrewmansExeterFlyingPost_0003,,,
1800.04.10_CaledonianMercury_0002,1800.04.07_PortsmouthTelegraph_0003,,,
1800.04.10_CaledonianMercury_0002,1800.04.08_HullPacket_0003,,,
1800.04.10_CaledonianMercury_0003,1800.04.07_AberdeenJournal_0001,,,
1800.04.10_DerbyMercury_0002,1800.01.06_AberdeenJournal_0004,,,
1800.04.10_DerbyMercury_0002,1800.02.13_TrewmansExeterFlyingPost_0001,,,
1800.04.10_DerbyMercury_0002,1800.03.06_TrewmansExeterFlyingPost_0001,,,
1800.04.10_DerbyMercury_0002,1800.03.13_TrewmansExeterFlyingPost_0001,,,
1800.04.10_DerbyMercury_0002,1800.03.22_CaledonianMercury_0001,,,
1800.04.10_DerbyMercury_0002,1800.03.25_HullPacket_0001,,,
1800.04.10_DerbyMercury_0002,1800.03.27_TrewmansExeterFlyingPost_0001,,,
1800.04.10_DerbyMercury_0002,1800.03.29_IpswichJournal_0001,,,
1800.04.10_DerbyMercury_0002,1800.03.31_AberdeenJournal_0001,,,
1800.04.10_DerbyMercury_0002,1800.04.07_CaledonianMercury_0002,,,
1800.04.10_DerbyMercury_0002,1800.04.07_PortsmouthTelegraph_0003,,,
1800.04.10_DerbyMercury_0002,1800.04.08_HullPacket_0003,,,
1800.04.10_DerbyMercury_0002,1800.04.10_CaledonianMercury_0002,,,
1800.04.10_DerbyMercury_0003,1800.03.29_JacksonsOxfordJournal_0003,,,
1800.04.10_DerbyMercury_0003,1800.04.03_CaledonianMercury_0002,,,
1800.04.10_DerbyMercury_0003,1800.04.05_JacksonsOxfordJournal_0004,,,
1800.04.10_DerbyMercury_0003,1800.04.08_HullPacket_0002,,,
1800.04.10_DerbyMercury_0003,1800.04.08_HullPacket_0004,,,
1800.04.10_TrewmansExeterFlyingPost_0002,1800.04.07_PortsmouthTelegraph_0003,,,
1800.04.10_TrewmansExeterFlyingPost_0002,1800.04.08_HullPacket_0003,,,
1800.04.10_TrewmansExeterFlyingPost_0002,1800.04.10_CaledonianMercury_0002,,,
1800.04.10_TrewmansExeterFlyingPost_0002,1800.04.10_DerbyMercury_0002,,,
1800.04.10_TrewmansExeterFlyingPost_0004,1800.04.07_PortsmouthTelegraph_0002,,,
1800.04.12_CaledonianMercury_0003,1800.04.10_TrewmansExeterFlyingPost_0003,,,
1800.04.12_CaledonianMercury_0004,1800.03.10_PortsmouthTelegraph_0001,,,
1800.04.12_IpswichJournal_0001,1800.03.27_DerbyMercury_0004,,,
1800.04.12_IpswichJournal_0001,1800.04.03_DerbyMercury_0003,,,
1800.04.12_IpswichJournal_0001,1800.04.08_HullPacket_0002,,,
1800.04.12_IpswichJournal_0001,1800.04.08_HullPacket_0003,,,
1800.04.12_IpswichJournal_0001,1800.04.10_DerbyMercury_0002,,,
1800.04.12_IpswichJournal_0001,1800.04.10_DerbyMercury_0003,,,
1800.04.12_IpswichJournal_0001,1800.04.10_TrewmansExeterFlyingPost_0002,,,
1800.04.12_IpswichJournal_0004,1800.04.10_DerbyMercury_0002,,,
1800.04.12_JacksonsOxfordJournal_0001,1800.04.03_DerbyMercury_0003,,,
1800.04.12_JacksonsOxfordJournal_0004,1800.01.02_DerbyMercury_0003,,,
1800.04.12_JacksonsOxfordJournal_0004,1800.02.11_HullPacket_0004,,,
1800.04.12_JacksonsOxfordJournal_0004,1800.02.22_IpswichJournal_0004,,,
1800.04.12_JacksonsOxfordJournal_0004,1800.04.07_CaledonianMercury_0004,,,
1800.04.12_JacksonsOxfordJournal_0004,1800.04.10_TrewmansExeterFlyingPost_0002,,,
1800.04.14_AberdeenJournal_0002,1800.02.04_HullPacket_0004,,,
1800.04.14_AberdeenJournal_0002,1800.02.20_DerbyMercury_0002,,,
1800.04.14_AberdeenJournal_0002,1800.04.05_JacksonsOxfordJournal_0002,,,
1800.04.14_AberdeenJournal_0002,1800.04.07_CaledonianMercury_0002,,,
1800.04.14_AberdeenJournal_0002,1800.04.07_PortsmouthTelegraph_0003,,,
1800.04.14_AberdeenJournal_0002,1800.04.08_HullPacket_0003,,,
1800.04.14_AberdeenJournal_0002,1800.04.10_CaledonianMercury_0002,,,
1800.04.14_AberdeenJournal_0002,1800.04.10_DerbyMercury_0002,,,
1800.04.14_AberdeenJournal_0002,1800.04.10_TrewmansExeterFlyingPost_0002,,,
1800.04.14_AberdeenJournal_0002,1800.04.12_IpswichJournal_0001,,,
1800.04.14_AberdeenJournal_0004,1800.03.10_CaledonianMercury_0001,,,
1800.04.14_AberdeenJournal_0004,1800.04.03_CaledonianMercury_0001,,,
1800.04.14_AberdeenJournal_0004,1800.04.05_CaledonianMercury_0001,,,
1800.04.14_AberdeenJournal_0004,1800.04.07_CaledonianMercury_0001,,,
1800.04.14_PortsmouthTelegraph_0003,1800.04.14_CaledonianMercury_0002,,,
1800.04.14_PortsmouthTelegraph_0004,1800.04.03_TrewmansExeterFlyingPost_0003,,,
1800.04.14_PortsmouthTelegraph_0004,1800.04.10_CaledonianMercury_0002,,,
1800.04.15_HullPacket_0003,1800.04.12_IpswichJournal_0002,,,
1800.04.15_HullPacket_0004,1800.03.27_DerbyMercury_0004,,,
1800.04.15_HullPacket_0004,1800.04.03_DerbyMercury_0003,,,
1800.04.15_HullPacket_0004,1800.04.10_DerbyMercury_0003,,,
1800.04.15_HullPacket_0004,1800.04.12_JacksonsOxfordJournal_0001,,,
1800.04.17_CaledonianMercury_0002,1800.04.14_PortsmouthTelegraph_0002,,,
1800.04.17_CaledonianMercury_0002,1800.04.15_HullPacket_0002,,,
1800.04.17_DerbyMercury_0001,1800.01.07_HullPacket_0001,,,
1800.04.17_DerbyMercury_0001,1800.01.11_JacksonsOxfordJournal_0001,,,
1800.04.17_DerbyMercury_0001,1800.01.28_HullPacket_0004,,,
1800.04.17_DerbyMercury_0001,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.04.17_DerbyMercury_0001,1800.03.31_AberdeenJournal_0001,,,
1800.04.17_DerbyMercury_0001,1800.04.07_CaledonianMercury_0002,,,
1800.04.17_DerbyMercury_0001,1800.04.08_HullPacket_0004,,,
1800.04.17_DerbyMercury_0002,1800.04.15_HullPacket_0002,,,
1800.04.17_DerbyMercury_0002,1800.04.17_CaledonianMercury_0002,,,
1800.04.17_DerbyMercury_0002,1800.04.17_CaledonianMercury_0003,,,
1800.04.17_DerbyMercury_0003,1800.04.08_HullPacket_0002,,,
1800.04.17_TrewmansExeterFlyingPost_0002,1800.04.17_CaledonianMercury_0002,,,
1800.04.17_TrewmansExeterFlyingPost_0002,1800.04.17_DerbyMercury_0002,,,
1800.04.17_TrewmansExeterFlyingPost_0003,1800.04.17_CaledonianMercury_0002,,,
1800.04.17_TrewmansExeterFlyingPost_0004,1800.04.12_IpswichJournal_0003,,,
1800.04.19_CaledonianMercury_0002,1800.04.17_TrewmansExeterFlyingPost_0003,,,
1800.04.19_IpswichJournal_0004,1800.04.03_DerbyMercury_0003,,,
1800.04.19_IpswichJournal_0004,1800.04.08_HullPacket_0002,,,
1800.04.19_IpswichJournal_0004,1800.04.17_DerbyMercury_0001,,,
1800.04.19_IpswichJournal_0004,1800.04.17_DerbyMercury_0002,,,
1800.04.19_IpswichJournal_0004,1800.04.19_JacksonsOxfordJournal_0004,,,
1800.04.19_JacksonsOxfordJournal_0001,1800.04.17_TrewmansExeterFlyingPost_0003,,,
1800.04.19_JacksonsOxfordJournal_0001,1800.04.19_CaledonianMercury_0002,,,
1800.04.19_JacksonsOxfordJournal_0004,1800.03.27_DerbyMercury_0004,,,
1800.04.19_JacksonsOxfordJournal_0004,1800.04.03_DerbyMercury_0003,,,
1800.04.19_JacksonsOxfordJournal_0004,1800.04.08_HullPacket_0002,,,
1800.04.19_JacksonsOxfordJournal_0004,1800.04.15_HullPacket_0002,,,
1800.04.19_JacksonsOxfordJournal_0004,1800.04.17_CaledonianMercury_0002,,,
1800.04.19_JacksonsOxfordJournal_0004,1800.04.17_DerbyMercury_0001,,,
1800.04.19_JacksonsOxfordJournal_0004,1800.04.17_DerbyMercury_0002,,,
1800.04.19_JacksonsOxfordJournal_0004,1800.04.17_DerbyMercury_0003,,,
1800.04.19_JacksonsOxfordJournal_0004,1800.04.17_TrewmansExeterFlyingPost_0002,,,
1800.04.21_AberdeenJournal_0001,1800.03.27_CaledonianMercury_0004,,,
1800.04.21_AberdeenJournal_0001,1800.04.03_CaledonianMercury_0001,,,
1800.04.21_AberdeenJournal_0001,1800.04.05_CaledonianMercury_0001,,,
1800.04.21_AberdeenJournal_0001,1800.04.07_CaledonianMercury_0001,,,
1800.04.21_AberdeenJournal_0001,1800.04.10_CaledonianMercury_0003,,,
1800.04.21_AberdeenJournal_0002,1800.04.12_CaledonianMercury_0002,,,
1800.04.21_AberdeenJournal_0002,1800.04.14_CaledonianMercury_0002,,,
1800.04.21_AberdeenJournal_0002,1800.04.14_PortsmouthTelegraph_0003,,,
1800.04.21_AberdeenJournal_0003,1800.01.11_JacksonsOxfordJournal_0001,,,
1800.04.21_AberdeenJournal_0003,1800.01.14_HullPacket_0004,,,
1800.04.21_AberdeenJournal_0003,1800.01.20_CaledonianMercury_0001,,,
1800.04.21_AberdeenJournal_0003,1800.01.28_HullPacket_0004,,,
1800.04.21_AberdeenJournal_0003,1800.02.15_JacksonsOxfordJournal_0004,,,
1800.04.21_AberdeenJournal_0003,1800.03.29_IpswichJournal_0004,,,
1800.04.21_AberdeenJournal_0003,1800.04.08_HullPacket_0004,,,
1800.04.21_AberdeenJournal_0003,1800.04.17_CaledonianMercury_0002,,,
1800.04.21_AberdeenJournal_0003,1800.04.17_DerbyMercury_0001,,,
1800.04.21_AberdeenJournal_0003,1800.04.17_DerbyMercury_0002,,,
1800.04.21_AberdeenJournal_0003,1800.04.19_JacksonsOxfordJournal_0004,,,
1800.04.21_AberdeenJournal_0004,1800.04.17_CaledonianMercury_0002,,,
1800.04.21_AberdeenJournal_0004,1800.04.17_TrewmansExeterFlyingPost_0002,,,
1800.04.21_CaledonianMercury_0003,1800.01.04_JacksonsOxfordJournal_0002,,,
1800.04.21_CaledonianMercury_0004,1800.04.03_DerbyMercury_0003,,,
