RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1830	10	02	CaledonianMercury	0002	1830	10	01	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0002	1830	10	02	CaledonianMercury	0002
1830	10	02	TheIpswichJournal	0004	1830	10	01	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	02	TheIpswichJournal	0004	1830	10	02	CaledonianMercury	0002
1830	10	02	TheIpswichJournal	0004	1830	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	03	TheExaminer	0006	1830	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	04	HampshireTelegraphandSussexChronicleetc	0002	1830	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	05	Freeman'sJournalandDailyCommercialAdvertiser	0004	1830	10	03	TheExaminer	0004
1830	10	05	Freeman'sJournalandDailyCommercialAdvertiser	0004	1830	10	03	TheExaminer	0009
1830	10	05	TheBelfastNews-Letter	0001	1830	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	05	TheBelfastNews-Letter	0001	1830	10	03	TheExaminer	0006
1830	10	05	TheBristolMercury	0001	1830	10	02	TheIpswichJournal	0002
1830	10	05	TheBristolMercury	0001	1830	10	03	TheExaminer	0007
1830	10	05	TheBristolMercury	0002	1830	10	03	TheExaminer	0009
1830	10	05	TheBristolMercury	0002	1830	10	03	TheExaminer	0010
1830	10	05	TheHullPacketandHumberMercury	0001	1830	10	02	CaledonianMercury	0002
1830	10	05	TheHullPacketandHumberMercury	0001	1830	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	05	TheHullPacketandHumberMercury	0001	1830	10	03	TheExaminer	0006
1830	10	05	TheHullPacketandHumberMercury	0001	1830	10	05	TheBelfastNews-Letter	0001
1830	10	05	TheHullPacketandHumberMercury	0004	1830	10	04	HampshireTelegraphandSussexChronicleetc	0002
1830	10	06	Freeman'sJournalandDailyCommercialAdvertiser	0004	1830	10	01	TheBelfastNews-Letter	0002
1830	10	06	TheAberdeenJournal	0002	1830	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	06	TheAberdeenJournal	0004	1830	10	05	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	06	TheDerbyMercury	0001	1830	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	06	TheDerbyMercury	0001	1830	10	03	TheExaminer	0006
1830	10	06	TheDerbyMercury	0001	1830	10	04	Freeman'sJournalandDailyCommercialAdvertiser	0003
1830	10	06	TheDerbyMercury	0001	1830	10	05	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	06	TheDerbyMercury	0001	1830	10	05	TheBristolMercury	0002
1830	10	06	TheDerbyMercury	0001	1830	10	05	TheHullPacketandHumberMercury	0001
1830	10	07	CaledonianMercury	0002	1830	10	06	TheDerbyMercury	0002
1830	10	07	Freeman'sJournalandDailyCommercialAdvertiser	0002	1830	10	06	TheDerbyMercury	0002
1830	10	07	NorthWalesChronicle	0001	1830	10	02	CaledonianMercury	0002
1830	10	07	NorthWalesChronicle	0001	1830	10	02	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	07	NorthWalesChronicle	0001	1830	10	03	TheExaminer	0006
1830	10	07	NorthWalesChronicle	0001	1830	10	05	TheBelfastNews-Letter	0001
1830	10	07	NorthWalesChronicle	0001	1830	10	05	TheHullPacketandHumberMercury	0001
1830	10	07	NorthWalesChronicle	0001	1830	10	06	TheDerbyMercury	0001
1830	10	07	NorthWalesChronicle	0004	1830	10	02	TheIpswichJournal	0004
1830	10	08	LiverpoolMercuryetc	0003	1830	10	07	NorthWalesChronicle	0001
1830	10	08	LiverpoolMercuryetc	0008	1830	10	06	TheDerbyMercury	0001
1830	10	08	TheBelfastNews-Letter	0002	1830	10	06	TheDerbyMercury	0002
1830	10	08	TheBelfastNews-Letter	0002	1830	10	07	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	08	TheBelfastNews-Letter	0002	1830	10	07	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	08	TheBelfastNews-Letter	0002	1830	10	07	NorthWalesChronicle	0004
1830	10	08	TheBelfastNews-Letter	0003	1830	10	06	TheDerbyMercury	0001
1830	10	09	TheIpswichJournal	0001	1830	10	06	TheDerbyMercury	0001
1830	10	09	TheIpswichJournal	0004	1830	10	04	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	09	TheIpswichJournal	0004	1830	10	04	HampshireTelegraphandSussexChronicleetc	0004
1830	10	09	TheIpswichJournal	0004	1830	10	06	TheDerbyMercury	0004
1830	10	09	TheIpswichJournal	0004	1830	10	07	NorthWalesChronicle	0004
1830	10	09	TheIpswichJournal	0004	1830	10	08	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	09	TheIpswichJournal	0004	1830	10	08	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	09	TheIpswichJournal	0004	1830	10	08	LiverpoolMercuryetc	0006
1830	10	10	TheExaminer	0009	1830	10	08	TheBelfastNews-Letter	0002
1830	10	10	TheExaminer	0009	1830	10	09	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	10	TheExaminer	0009	1830	10	09	TheIpswichJournal	0004
1830	10	10	TheExaminer	0015	1830	10	06	TheDerbyMercury	0001
1830	10	10	TheExaminer	0015	1830	10	08	TheBelfastNews-Letter	0003
1830	10	11	Freeman'sJournalandDailyCommercialAdvertiser	0003	1830	10	09	TheIpswichJournal	0002
1830	10	11	Freeman'sJournalandDailyCommercialAdvertiser	0004	1830	10	09	Cobbett'sWeeklyPoliticalRegister	0002
1830	10	11	Freeman'sJournalandDailyCommercialAdvertiser	0004	1830	10	09	Cobbett'sWeeklyPoliticalRegister	0005
1830	10	11	HampshireTelegraphandSussexChronicleetc	0002	1830	10	09	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	12	Freeman'sJournalandDailyCommercialAdvertiser	0002	1830	10	10	TheExaminer	0010
1830	10	12	TheBelfastNews-Letter	0001	1830	10	09	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	12	TheBelfastNews-Letter	0001	1830	10	10	TheExaminer	0009
1830	10	12	TheBelfastNews-Letter	0002	1830	10	10	TheExaminer	0009
1830	10	12	TheBelfastNews-Letter	0004	1830	10	09	TheIpswichJournal	0004
1830	10	12	TheBristolMercury	0001	1830	10	05	TheHullPacketandHumberMercury	0002
1830	10	12	TheHullPacketandHumberMercury	0001	1830	10	09	TheIpswichJournal	0001
1830	10	12	TheHullPacketandHumberMercury	0002	1830	10	07	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	12	TheHullPacketandHumberMercury	0002	1830	10	08	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	12	TheHullPacketandHumberMercury	0002	1830	10	09	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	13	TheAberdeenJournal	0001	1830	10	06	TheDerbyMercury	0001
1830	10	13	TheAberdeenJournal	0001	1830	10	08	TheBelfastNews-Letter	0003
1830	10	13	TheAberdeenJournal	0001	1830	10	10	TheExaminer	0015
1830	10	13	TheAberdeenJournal	0002	1830	10	06	TheDerbyMercury	0002
1830	10	13	TheAberdeenJournal	0002	1830	10	07	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	13	TheAberdeenJournal	0002	1830	10	07	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	13	TheAberdeenJournal	0002	1830	10	11	CaledonianMercury	0002
1830	10	13	TheAberdeenJournal	0002	1830	10	11	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	13	TheAberdeenJournal	0002	1830	10	11	Freeman'sJournalandDailyCommercialAdvertiser	0003
1830	10	13	TheAberdeenJournal	0002	1830	10	12	TheHullPacketandHumberMercury	0002
1830	10	13	TheAberdeenJournal	0004	1830	10	04	Freeman'sJournalandDailyCommercialAdvertiser	0003
1830	10	13	TheAberdeenJournal	0004	1830	10	06	Freeman'sJournalandDailyCommercialAdvertiser	0004
1830	10	13	TheAberdeenJournal	0004	1830	10	08	LiverpoolMercuryetc	0011
1830	10	13	TheAberdeenJournal	0004	1830	10	09	TheIpswichJournal	0004
1830	10	13	TheDerbyMercury	0001	1830	10	08	LiverpoolMercuryetc	0008
1830	10	13	TheDerbyMercury	0001	1830	10	09	TheIpswichJournal	0002
1830	10	13	TheDerbyMercury	0001	1830	10	10	TheExaminer	0010
1830	10	13	TheDerbyMercury	0001	1830	10	11	Freeman'sJournalandDailyCommercialAdvertiser	0003
1830	10	13	TheDerbyMercury	0001	1830	10	11	HampshireTelegraphandSussexChronicleetc	0003
1830	10	13	TheDerbyMercury	0001	1830	10	12	Freeman'sJournalandDailyCommercialAdvertiser	0002
1830	10	13	TheDerbyMercury	0004	1830	10	08	LiverpoolMercuryetc	0002
1830	10	13	TheDerbyMercury	0004	1830	10	08	LiverpoolMercuryetc	0010
1830	10	13	TheDerbyMercury	0004	1830	10	12	TheHullPacketandHumberMercury	0002
1830	10	14	Freeman'sJournalandDailyCommercialAdvertiser	0001	1830	10	12	TheHullPacketandHumberMercury	0001
1830	10	14	Freeman'sJournalandDailyCommercialAdvertiser	0001	1830	10	13	TheDerbyMercury	0001
1830	10	14	Freeman'sJournalandDailyCommercialAdvertiser	0004	1830	10	14	CaledonianMercury	0002
1830	10	15	Freeman'sJournalandDailyCommercialAdvertiser	0001	1830	10	06	TheDerbyMercury	0001
1830	10	15	Freeman'sJournalandDailyCommercialAdvertiser	0001	1830	10	08	TheBelfastNews-Letter	0003
1830	10	15	Freeman'sJournalandDailyCommercialAdvertiser	0001	1830	10	10	TheExaminer	0015
1830	10	15	Freeman'sJournalandDailyCommercialAdvertiser	0001	1830	10	13	TheAberdeenJournal	0001
