1802.12.04_Jackson'sOxfordJournal_0001,1802.12.02_CaledonianMercury_0001
1802.12.04_Jackson'sOxfordJournal_0002,1802.12.01_TheMorningChronicle_0002
1802.12.04_Jackson'sOxfordJournal_0004,1802.12.02_CaledonianMercury_0002
1802.12.04_Jackson'sOxfordJournal_0004,1802.12.02_TheDerbyMercury_0002
1802.12.04_TheIpswichJournal_0004,1802.12.04_CaledonianMercury_0002
1802.12.04_TheIpswichJournal_0004,1802.12.04_Jackson'sOxfordJournal_0001
1802.12.04_TheIpswichJournal_0004,1802.12.04_Jackson'sOxfordJournal_0004
1802.12.06_CaledonianMercury_0002,1802.12.03_TheMorningChronicle_0001
1802.12.06_CaledonianMercury_0003,1802.12.03_TheMorningChronicle_0002
1802.12.06_CaledonianMercury_0004,1802.12.01_TheMorningChronicle_0003
