RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE
1820	12	01	LiverpoolMercuryetc	0003	1820	12	01	GlasgowHerald	0001
1820	12	02	TheIpswichJournal	0001	1820	12	02	Jackson'sOxfordJournal	0004
1820	12	02	TheIpswichJournal	0004	1820	12	02	Jackson'sOxfordJournal	0001
1820	12	02	TheNewcastleCourantetc	0002	1820	12	01	GlasgowHerald	0001
1820	12	02	TheNewcastleCourantetc	0003	1820	12	02	Jackson'sOxfordJournal	0004
1820	12	03	TheExaminer	0011	1820	12	01	GlasgowHerald	0001
1820	12	03	TheExaminer	0011	1820	12	01	LiverpoolMercuryetc	0003
1820	12	03	TheExaminer	0011	1820	12	02	TheNewcastleCourantetc	0002
1820	12	04	CaledonianMercury	0002	1820	12	02	Jackson'sOxfordJournal	0002
1820	12	04	Freeman'sJournalandDailyCommercialAdvertiser	0004	1820	12	04	CaledonianMercury	0002
1820	12	04	GlasgowHerald	0001	1820	12	02	CaledonianMercury	0002
1820	12	04	GlasgowHerald	0002	1820	12	04	CaledonianMercury	0003
1820	12	05	Freeman'sJournalandDailyCommercialAdvertiser	0003	1820	12	04	CaledonianMercury	0002
1820	12	05	Freeman'sJournalandDailyCommercialAdvertiser	0003	1820	12	04	CaledonianMercury	0003
1820	12	05	Freeman'sJournalandDailyCommercialAdvertiser	0003	1820	12	04	GlasgowHerald	0002
1820	12	06	TheAberdeenJournal	0004	1820	12	01	GlasgowHerald	0001
1820	12	06	TheAberdeenJournal	0004	1820	12	03	TheExaminer	0011
1820	12	06	TheDerbyMercury	0001	1820	12	04	CaledonianMercury	0002
1820	12	06	TheDerbyMercury	0001	1820	12	04	Freeman'sJournalandDailyCommercialAdvertiser	0004
1820	12	07	CaledonianMercury	0004	1820	12	02	Jackson'sOxfordJournal	0002
1820	12	07	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0002	1820	12	02	Jackson'sOxfordJournal	0002
1820	12	07	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0002	1820	12	07	CaledonianMercury	0004
1820	12	07	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1820	12	02	Jackson'sOxfordJournal	0002
1820	12	07	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1820	12	02	Jackson'sOxfordJournal	0004
1820	12	07	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1820	12	04	CaledonianMercury	0002
1820	12	07	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1820	12	04	HampshireTelegraphandSussexChronicleetc	0003
