RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE	OPAGE
1825	03	04	LiverpoolMercuryetc	0005	1825	03	03	CaledonianMercury	0001
1825	03	04	LiverpoolMercuryetc	0006	1825	03	03	CaledonianMercury	0003
1825	03	05	Cobbett'sWeeklyPoliticalRegister	0028	1825	03	04	LiverpoolMercuryetc	0007
1825	03	05	TheIpswichJournal	0002	1825	03	02	TheMorningChronicle	0004
1825	03	05	TheIpswichJournal	0004	1825	03	01	TheMorningChronicle	0003
1825	03	06	TheExaminer	0004	1825	03	02	TheMorningChronicle	0003
1825	03	06	TheExaminer	0006	1825	03	01	TheMorningChronicle	0002
1825	03	06	TheExaminer	0011	1825	03	01	TheMorningChronicle	0003
1825	03	06	TheExaminer	0012	1825	03	01	TheMorningChronicle	0004
1825	03	06	TheExaminer	0012	1825	03	02	TheMorningChronicle	0004
1825	03	06	TheExaminer	0013	1825	03	03	TheMorningChronicle	0001
1825	03	06	TheExaminer	0016	1825	03	04	LiverpoolMercuryetc	0003
1825	03	07	HampshireTelegraphandSussexChronicleetc	0002	1825	03	01	TheMorningChronicle	0001
1825	03	07	HampshireTelegraphandSussexChronicleetc	0002	1825	03	01	TheMorningChronicle	0002
1825	03	07	HampshireTelegraphandSussexChronicleetc	0002	1825	03	05	CaledonianMercury	0002
1825	03	07	HampshireTelegraphandSussexChronicleetc	0002	1825	03	05	TheIpswichJournal	0004
1825	03	07	HampshireTelegraphandSussexChronicleetc	0003	1825	03	02	TheMorningChronicle	0004
1825	03	07	HampshireTelegraphandSussexChronicleetc	0003	1825	03	03	TheMorningChronicle	0002
1825	03	07	HampshireTelegraphandSussexChronicleetc	0003	1825	03	06	TheExaminer	0012
1825	03	07	TheBristolMercury	0001	1825	03	02	TheMorningChronicle	0003
1825	03	07	TheBristolMercury	0001	1825	03	03	TheMorningChronicle	0002
1825	03	07	TheBristolMercury	0001	1825	03	06	TheExaminer	0004
1825	03	07	TheBristolMercury	0001	1825	03	07	HampshireTelegraphandSussexChronicleetc	0003
1825	03	07	TheBristolMercury	0003	1825	03	01	TheMorningChronicle	0003
1825	03	07	TheMorningChronicle	0002	1825	03	07	HampshireTelegraphandSussexChronicleetc	0004
1825	03	09	TheDerbyMercury	0001	1825	03	04	LiverpoolMercuryetc	0003
