RYEAR	RMONTH	RDAY	RTITLE	RPAGE	OYEAR	OMONTH	ODAY	OTITLE	OPAGE
1821	05	03	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0001	1821	05	02	TheAberdeenJournal	0004
1821	05	03	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0001	1821	05	03	CaledonianMercury	0002
1821	05	04	LiverpoolMercuryetc	0002	1821	05	03	CaledonianMercury	0002
1821	05	05	Freeman'sJournalandDailyCommercialAdvertiser	0004	1821	05	05	CaledonianMercury	0004
1821	05	05	Jackson'sOxfordJournal	0001	1821	05	03	CaledonianMercury	0002
1821	05	05	Jackson'sOxfordJournal	0002	1821	05	05	CaledonianMercury	0002
1821	05	05	Jackson'sOxfordJournal	0004	1821	05	03	CaledonianMercury	0002
1821	05	05	Jackson'sOxfordJournal	0004	1821	05	03	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0001
1821	05	05	Jackson'sOxfordJournal	0004	1821	05	05	Freeman'sJournalandDailyCommercialAdvertiser	0004
1821	05	05	TheBristolMercury	0001	1821	05	03	CaledonianMercury	0002
1821	05	05	TheBristolMercury	0001	1821	05	05	Jackson'sOxfordJournal	0001
1821	05	05	TheBristolMercury	0004	1821	05	02	TheAberdeenJournal	0004
1821	05	05	TheBristolMercury	0004	1821	05	03	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0001
1821	05	05	TheBristolMercury	0004	1821	05	04	LiverpoolMercuryetc	0006
1821	05	05	TheIpswichJournal	0004	1821	05	03	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0001
1821	05	05	TheIpswichJournal	0004	1821	05	05	CaledonianMercury	0004
1821	05	05	TheIpswichJournal	0004	1821	05	05	Jackson'sOxfordJournal	0004
1821	05	05	TheIpswichJournal	0004	1821	05	05	TheBristolMercury	0004
1821	05	05	TheLeedsMercury	0002	1821	05	05	CaledonianMercury	0004
1821	05	05	TheLeedsMercury	0002	1821	05	05	Freeman'sJournalandDailyCommercialAdvertiser	0004
1821	05	05	TheLeedsMercury	0002	1821	05	05	TheBristolMercury	0001
1821	05	07	CaledonianMercury	0004	1821	05	05	TheIpswichJournal	0004
1821	05	07	GlasgowHerald	0001	1821	05	05	CaledonianMercury	0002
1821	05	08	Freeman'sJournalandDailyCommercialAdvertiser	0003	1821	05	07	CaledonianMercury	0002
1821	05	08	Freeman'sJournalandDailyCommercialAdvertiser	0004	1821	05	05	CaledonianMercury	0002
1821	05	08	Freeman'sJournalandDailyCommercialAdvertiser	0004	1821	05	07	CaledonianMercury	0002
1821	05	09	TheAberdeenJournal	0002	1821	05	03	CaledonianMercury	0002
1821	05	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1821	05	05	Jackson'sOxfordJournal	0003
1821	05	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1821	05	05	TheIpswichJournal	0004
1821	05	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0003	1821	05	07	CaledonianMercury	0002
1821	05	11	Freeman'sJournalandDailyCommercialAdvertiser	0003	1821	05	10	CaledonianMercury	0002
1821	05	11	GlasgowHerald	0002	1821	05	10	CaledonianMercury	0003
1821	05	12	Jackson'sOxfordJournal	0001	1821	05	10	CaledonianMercury	0002
1821	05	12	Jackson'sOxfordJournal	0002	1821	05	05	TheLeedsMercury	0004
1821	05	12	Jackson'sOxfordJournal	0002	1821	05	12	CaledonianMercury	0002
1821	05	12	Jackson'sOxfordJournal	0004	1821	05	10	CaledonianMercury	0002
1821	05	12	TheBristolMercury	0004	1821	05	10	CaledonianMercury	0002
1821	05	12	TheBristolMercury	0004	1821	05	10	Trewman'sExeterFlyingPostorPlymouthandCornishAdvertiser	0002
1821	05	12	TheIpswichJournal	0004	1821	05	12	Jackson'sOxfordJournal	0001
1821	05	12	TheLeedsMercury	0002	1821	05	12	Jackson'sOxfordJournal	0002
1821	05	12	TheLeedsMercury	0003	1821	05	12	Jackson'sOxfordJournal	0004
1821	05	12	TheLeedsMercury	0004	1821	05	12	Jackson'sOxfordJournal	0002
1821	05	13	TheExaminer	0009	1821	05	12	Freeman'sJournalandDailyCommercialAdvertiser	0003
1821	05	13	TheExaminer	0010	1821	05	12	Jackson'sOxfordJournal	0002
